	d4Lin-_1	d4Lin-_2
203680_at	1781.5888290259	2936.4185786033
203681_at	22.7657829063	20.4824611311
203682_s_at	358.741683959	262.0717197182
203683_s_at	69.6483798329	68.4260956412
203684_s_at	83.8304632779	82.1964222887
203685_at	532.7878014864	781.4087868491
203686_at	257.3265547192	229.3789767669
203687_at	83.9435361911	69.5175814556
203688_at	219.6119367057	245.4512839778
203689_s_at	120.1653189931	185.6905582466
203690_at	482.6899499398	412.973672817
203691_at	28.3891288566	31.0869177018
203692_s_at	737.7844706564	910.5126000807
203693_s_at	2204.3877784115	3231.9682377015
203694_s_at	504.356703874	519.8807451028
203695_s_at	26.1263723069	32.7069984867
203696_s_at	281.3191262619	208.2681523922
203697_at	16.373890924	21.0813341802
203698_s_at	15.3140175686	17.7213617297
203699_s_at	19.6667032267	15.8227239324
203700_s_at	42.2298205867	49.6833734325
203701_s_at	438.9685129238	441.1865548042
203702_s_at	127.7704513095	110.4645139121
203703_s_at	38.0578299073	51.5523522186
203704_s_at	599.4713026065	795.72279716
203705_s_at	36.5117021242	30.2584012304
203706_s_at	62.709329518	31.1546679294
203707_at	370.7680299359	431.2269079694
203708_at	68.6282204711	54.0840202115
203709_at	185.5900524204	220.7572673414
203710_at	356.8123846934	401.8420092264
203711_s_at	86.4662669694	85.3055144789
203712_at	907.8019123968	1082.0283338728
203713_s_at	81.6625063196	73.6401031916
203714_s_at	977.2851862122	870.6963699426
203715_at	107.0597752378	79.4297899791
203716_s_at	37.0666191995	36.4410531665
203717_at	19.9642136743	34.5949742564
203718_at	283.1501438861	491.7652668505
203719_at	383.2915121918	330.9409680195
203720_s_at	524.2725479195	551.3868422465
203721_s_at	2125.0783894388	1808.716243865
203722_at	95.335046022	125.9038074642
203723_at	105.444475585	257.0694462831
203724_s_at	28.7359133661	29.8516226715
203725_at	365.7929539866	566.4367795209
203726_s_at	24.228300022	25.4668630617
203727_at	214.607498758	283.7353739809
203728_at	80.9007942243	103.6285260108
203729_at	480.9525184277	949.0010641647
203730_s_at	115.4800301771	87.1911960444
203731_s_at	135.2893684207	147.9989935184
203732_at	281.0841359852	267.1501282373
203733_at	70.5675028634	59.4697789614
203734_at	493.1290655499	561.5327160387
203735_x_at	105.904543133	111.9878634996
203736_s_at	19.8898590999	22.2689174424
203737_s_at	519.0405764418	492.9990743428
203738_at	257.0184566055	352.4359208806
203739_at	403.2242247103	611.3125538262
203740_at	1041.7549635224	1198.8354505293
203741_s_at	418.1212912115	490.3164809145
203742_s_at	375.2606595406	212.9156145246
203743_s_at	3582.7118648933	4296.0770287358
203744_at	1463.6499081249	2067.2546359871
203745_at	106.9907632044	121.5472179981
203746_s_at	506.9636336788	459.6101651106
203747_at	73.5628358264	79.7039206967
203748_x_at	207.5419455459	181.5620857525
203749_s_at	110.260385675	129.7377375172
203750_s_at	127.6228271094	147.7058630989
203751_x_at	42.2457091171	55.8627874791
203752_s_at	1766.3066700486	3423.3364133313
203753_at	440.4049049213	622.9309413879
203754_s_at	102.8433710895	110.4642043812
203755_at	1906.1977602181	2444.5684729214
203756_at	138.3034410022	142.2197977852
203757_s_at	49.3434284072	34.865290315
203758_at	61.3238539249	34.8850057748
203759_at	108.3207430799	107.4689716963
203760_s_at	344.3277792677	693.6164011646
203761_at	231.6364551238	422.0897195604
203762_s_at	65.6485108456	50.1889197398
203763_at	148.2679080017	128.3140239568
203764_at	957.4118211685	853.3189448719
203765_at	346.8117899477	527.7237696612
203766_s_at	33.1211142334	38.1935406359
203767_s_at	25.5445494977	26.9299085178
203768_s_at	30.6245277787	30.9029756749
203769_s_at	43.0965748373	36.9179704689
203770_s_at	41.5499866014	46.1496286116
203771_s_at	110.1297336016	102.3243663645
203772_at	28.712591526	28.7514539197
203773_x_at	1022.4730753873	1027.9909947485
203774_at	587.4421028755	630.5825641191
203775_at	685.3000919109	682.9383277044
203776_at	351.796712182	369.5926051188
203777_s_at	254.7150995425	276.7310320164
203778_at	385.9488540078	392.613191098
203779_s_at	12.4874936964	13.2706862654
203780_at	14.3943456281	15.3784592562
203781_at	816.7795444391	885.6143087129
203782_s_at	280.7262814011	306.4904974914
203783_x_at	43.5688069021	51.4220284839
203784_s_at	30.275976891	33.0776668853
203785_s_at	253.6548267996	352.0917629804
203786_s_at	58.5220706799	47.8807045147
203787_at	540.2744247845	374.4057200537
203788_s_at	20.9311762047	21.7366002961
203789_s_at	93.5815831104	92.1403177044
203790_s_at	362.4282270715	294.1695613861
203791_at	413.7508459638	384.2659682153
203792_x_at	103.8467976648	106.0761526757
203793_x_at	51.3146029323	42.5542009836
203794_at	246.3827075727	306.3100123507
203795_s_at	110.571476673	137.7748750985
203796_s_at	189.4076389397	259.1479224163
203797_at	50.0496289616	56.1667573436
203798_s_at	15.4358575377	13.8309008907
203799_at	416.9236473289	370.8619827851
203800_s_at	931.6928964991	1755.0130150796
203801_at	213.0012712632	228.3544591416
203802_x_at	555.558381539	585.3773857773
203803_at	44.2548012281	37.7344591841
203804_s_at	3177.2389289322	3287.8489089783
203805_s_at	205.3461877147	222.6476226601
203806_s_at	264.0104704243	269.7177067461
203807_x_at	18.7995886296	26.7663777745
203808_at	30.7586669676	31.3639305563
203809_s_at	32.9271549393	35.7893074363
203810_at	81.9120175507	91.8359974514
203811_s_at	25.3105218252	30.5697036185
203812_at	33.4093708822	40.2734159703
203813_s_at	55.66807234	46.0941326588
203814_s_at	352.9737866509	536.7549288022
203815_at	101.6926915035	83.7045503907
203816_at	194.7275388044	177.3787962445
203817_at	549.8967482464	1800.3386681285
203818_s_at	516.7172411118	659.8386940005
203819_s_at	726.9707598417	1060.4707426958
203820_s_at	775.0229415243	955.3995890943
203821_at	79.9310395523	119.5732172079
203822_s_at	307.1248319716	366.5405034947
203823_at	142.3610152455	250.7901498353
203824_at	17.1395566628	15.0848065638
203825_at	829.4247457281	1272.4932480277
203826_s_at	74.0342564548	90.1449201108
203827_at	89.5327058876	278.6614957252
203828_s_at	39.7655808342	42.0085832192
203829_at	327.6000013436	429.0097609675
203830_at	64.3657143596	58.0512199168
203831_at	228.342877233	276.6278596015
203832_at	1095.5312410999	1426.0289620107
203833_s_at	199.0199202364	213.6831265842
203834_s_at	99.1732560862	122.5815395364
203835_at	69.2868408553	186.8629946603
203836_s_at	158.3139239612	219.870916473
203837_at	1134.341273433	1525.2057005782
203838_s_at	44.3017644605	35.8443779871
203839_s_at	317.9134225737	389.4580178223
203840_at	34.5699754458	28.0830279191
203841_x_at	25.4910393319	19.8439181576
203842_s_at	116.3061939909	126.0553205186
203843_at	265.9267708699	322.8157406728
203844_at	15.4394153325	14.2596172635
203845_at	187.1323505376	191.3156768731
203846_at	145.0100831943	138.4868271814
203847_s_at	470.8779340274	446.442651477
203848_at	455.9630646709	459.4620795817
203849_s_at	21.8791128218	20.2228070682
203850_s_at	13.402352683	12.3332364065
203851_at	38.6960171032	36.2917402672
203852_s_at	325.1434489066	442.4170315441
203853_s_at	207.9798994376	243.2460574276
203854_at	18.0425389112	20.3629343316
203855_at	269.231197004	308.5523508828
203856_at	1209.6082863112	1704.2755577716
203857_s_at	297.6943642261	496.0216815604
203858_s_at	249.9391412052	202.5323163889
203859_s_at	115.8644215859	139.5993638477
203860_at	167.0510326111	149.6648665987
203861_s_at	38.1628482198	41.0670961575
203862_s_at	14.3418457751	13.1032190579
203863_at	14.992841517	13.9631228874
203864_s_at	43.459292446	36.0850846178
203865_s_at	209.5108725851	197.0991019827
203866_at	120.7751914609	89.3843311468
203867_s_at	240.5783433151	204.2509550509
203868_s_at	18.5636323395	17.2519398027
203869_at	72.0729874654	56.0578953408
203870_at	75.7207842033	65.4208708139
203871_at	196.3571011825	191.9212128026
203872_at	30.7603025349	27.0026541119
203873_at	16.1441205898	14.3175789217
203874_s_at	27.7369118503	19.714475539
203875_at	30.837576763	16.7176731134
203876_s_at	43.8747983914	42.5922256441
203877_at	25.0411436845	35.4643081455
203878_s_at	77.9523045541	69.3317800026
203879_at	619.6162285241	960.9993552657
203880_at	508.5439466367	818.7447485138
203881_s_at	13.1757238855	12.325708587
203882_at	73.5082802027	154.1026879556
203883_s_at	150.7512275451	230.2022135824
203884_s_at	106.3081365702	148.0348074719
203885_at	417.5661629484	701.0330567606
203886_s_at	209.142268982	191.3100412766
203887_s_at	31.3215758691	39.5662318045
203888_at	32.4513524995	45.6118889116
203889_at	21.1334723401	25.1879637013
203890_s_at	25.4181147127	22.5740026146
203891_s_at	182.1995778587	222.240143039
203892_at	46.3880768501	41.5154946096
203893_at	578.3682331866	647.0390377974
203894_at	45.4892939883	46.751012874
203895_at	112.9517503842	126.4546545089
203896_s_at	116.640578081	146.6302077897
203897_at	390.0958567198	315.8908949055
203898_at	168.5816387686	169.9409863249
203899_s_at	280.7400365152	297.1372025436
203900_at	65.0217149371	51.0191560021
203901_at	67.1695278828	61.2681352359
203902_at	18.171763221	15.1783438436
203903_s_at	18.4150672632	16.6485435525
203904_x_at	474.4348618703	472.4116972744
203905_at	1060.8518959838	1253.0912679042
203906_at	157.310693599	145.9876483842
203907_s_at	183.7862058259	188.3923659303
203908_at	18.7739231538	15.6703263919
203909_at	305.1162269755	411.9964159398
203910_at	19.246197262	18.0532272683
203911_at	69.4946623347	54.4948046833
203912_s_at	165.2465060515	156.2063137754
203913_s_at	102.9032130434	97.2852158511
203914_x_at	225.6451036242	337.2950655051
203915_at	35.5834926691	41.4086603823
203916_at	258.5085911427	257.8156237722
203917_at	181.3009943986	191.3582355157
203918_at	123.4514982854	166.3201737251
203919_at	121.0922640428	112.8472763355
203920_at	73.0595437282	74.1018774012
203921_at	288.5023499024	256.5567697896
203922_s_at	53.9489908961	73.990142834
203923_s_at	63.8778043762	120.6572077074
203924_at	18.2351984794	21.6210699524
203925_at	322.4962617431	428.7944012454
203926_x_at	243.7577329308	242.7289617002
203927_at	125.0320439824	171.6337040375
203928_x_at	32.6301885356	37.5335651927
203929_s_at	18.1213482404	17.6698097679
203930_s_at	26.3259392291	27.189370127
203931_s_at	529.9566090843	580.2199119545
203932_at	273.0666454129	554.0840355028
203933_at	93.6378836402	99.155701296
203934_at	18.2960746216	18.9004657541
203935_at	119.9351826562	134.0603907193
203936_s_at	65.3039965719	267.9559640929
203937_s_at	78.9981274809	90.8843872072
203938_s_at	471.9646281525	499.3352547388
203939_at	15.5443459321	14.8880167753
203940_s_at	237.9628553848	404.43908941
203941_at	171.0436230352	149.9185126795
203942_s_at	120.3166420821	152.3146280931
203943_at	136.9300484583	85.2640900338
203944_x_at	221.6532288876	248.932090206
203945_at	73.5162507844	75.001086821
203946_s_at	75.131971837	106.8871672401
203947_at	773.2485370042	794.5857714803
203948_s_at	1910.5972823415	2818.0657643238
203949_at	7346.2449519935	7446.7257216428
203950_s_at	220.7717631402	319.6669209
203951_at	36.2853885682	44.90437522
203952_at	155.2634433077	221.1462732663
203953_s_at	24.7124250863	21.9852759679
203954_x_at	51.1387725725	52.4581448546
203955_at	185.2474420881	183.9736639039
203956_at	970.3324091569	1086.7021357707
203957_at	321.3584241463	300.3005889664
203958_s_at	88.6533576103	87.029338187
203959_s_at	397.3479124911	492.60779714
203960_s_at	226.4773555851	199.015377042
203961_at	14.4578803255	13.6284779513
203962_s_at	14.976873071	13.0326144912
203963_at	24.9605124373	23.6214494506
203964_at	1820.833591328	2303.3376930817
203965_at	264.3503390554	402.5601992881
203966_s_at	482.3343757491	423.4540022048
203967_at	216.0994747499	228.1031898321
203968_s_at	226.824713211	287.4927351756
203969_at	80.6334424646	50.8257791534
203970_s_at	259.0369154126	298.7282049411
203971_at	611.9783390154	953.6530324683
203972_s_at	165.40084517	164.592430172
203973_s_at	144.811170028	226.7581128377
203974_at	294.0203551416	288.438883952
203975_s_at	307.2933259558	528.6172689235
203976_s_at	249.6425662297	299.4560036248
203977_at	170.1683705917	202.9161449972
203978_at	272.0016910834	332.3050450858
203979_at	117.4780098213	135.7249795611
203980_at	16.9705240365	17.7046845652
203981_s_at	245.5153686513	224.7518654566
203982_s_at	36.2983463026	32.2895930972
203983_at	487.4627748294	659.6806763243
203984_s_at	304.4394847856	303.5924064453
203985_at	170.3294442859	209.9589005029
203986_at	82.9207221734	72.9235293035
203987_at	101.6201605035	109.0041096286
203988_s_at	91.4906097494	267.9868321841
203989_x_at	208.2308872964	358.5624812189
203990_s_at	20.3857070008	20.8661355211
203991_s_at	113.286779664	73.743251086
203992_s_at	183.0292263953	188.5271105331
203993_x_at	81.1173174646	84.60073483
203994_s_at	118.9419381671	141.7711430965
203995_at	150.0310597318	160.0605504685
203996_s_at	199.0218907978	201.2443982101
203997_at	29.9164342413	23.2320800799
203998_s_at	14.5564232771	11.6431102175
203999_at	20.1822069077	17.8295509643
204000_at	199.251429691	416.5488393723
204001_at	102.8366078913	104.6784808003
204002_s_at	61.0225913689	54.2544885371
204003_s_at	173.4283299818	161.0215826542
204004_at	110.1730096085	132.8954253034
204005_s_at	33.1682303508	36.7141600591
204006_s_at	18.1044288626	16.4271113654
204007_at	20.0941254049	18.8209298504
204008_at	119.4758137377	128.3202699232
204009_s_at	1239.0683960668	874.2812544858
204010_s_at	20.384811878	19.8232725471
204011_at	141.2758036726	114.439186779
204012_s_at	343.2986400697	400.9098864091
204013_s_at	24.3622841556	21.2844797132
204014_at	27.3741817997	42.6818219034
204015_s_at	75.2225511474	82.9682837668
204016_at	188.7241170461	162.1937266676
204017_at	60.4714304086	56.2913418237
204018_x_at	1315.1162096706	1326.4818067117
204019_s_at	362.479013434	298.5241042923
204020_at	325.1874562581	498.2830635764
204021_s_at	126.7076999799	186.9148916728
204022_at	353.5890213561	478.55012625
204023_at	1429.5137926313	1301.4613143748
204024_at	69.3851357604	71.0483667462
204025_s_at	391.2147256875	239.5793444146
204026_s_at	3439.4732541113	5077.1343618109
204027_s_at	250.49542473	228.2794441969
204028_s_at	605.0604357338	641.3435263965
204029_at	51.8950819724	57.3265056778
204030_s_at	217.0858793679	190.1998710918
204031_s_at	1437.5297133553	1272.1158858294
204032_at	64.8539032799	76.4001007397
204033_at	954.984113896	1136.2967855194
204034_at	456.4447390735	428.8277546941
204035_at	16.1103662511	15.3567143038
204036_at	22.3848521525	18.2366493559
204037_at	32.6263474815	49.741538417
204038_s_at	38.1766394014	38.3865465279
204039_at	243.6982848985	342.744897915
204040_at	550.5073032671	218.9029154394
204041_at	43.9427715743	130.3332921179
204042_at	80.8234876143	354.7943896263
204043_at	58.3720217967	61.5104659201
204044_at	221.0886250659	267.4927355856
204045_at	227.6022025322	302.5693506234
204046_at	204.3842230336	305.2383002015
204047_s_at	111.3672026019	95.8740237978
204048_s_at	319.8964310407	460.4345199178
204049_s_at	274.0642704262	380.946661303
204050_s_at	749.6350137162	870.1777620703
204051_s_at	28.9013627508	29.8924280911
204052_s_at	12.1124988425	12.5385496434
204053_x_at	749.6975759099	618.2828860397
204054_at	175.2189850528	155.9941327855
204055_s_at	62.6030224601	48.8472582117
204056_s_at	132.2960228961	136.3619918651
204057_at	839.0667140679	1443.9352207136
204058_at	14.9030387496	14.4574902999
204059_s_at	33.9461483649	51.9753753722
204060_s_at	232.9571419364	313.761716643
204061_at	183.4599720382	150.4599888953
204062_s_at	86.1125638798	89.7671611995
204063_s_at	67.6080894338	53.0556064768
204064_at	947.4311380004	1010.8399617949
204065_at	144.1427785177	157.9917092862
204066_s_at	22.1504323455	18.6809526431
204067_at	161.5157837303	179.1035662501
204068_at	251.6252551023	347.5767424357
204069_at	445.9099230281	1236.1779853379
204070_at	68.461889542	70.9687929492
204071_s_at	199.6966459515	302.4740635236
204072_s_at	178.746834935	286.2330938799
204073_s_at	41.5578977693	41.544931729
204074_s_at	171.2394523187	198.0393907375
204075_s_at	63.4181159399	44.2963783059
204076_at	532.2040738656	624.9736068753
204077_x_at	74.1836448218	56.7027116228
204078_at	89.7470383707	59.2494179245
204079_at	515.1597526146	929.120254021
204080_at	375.7692602693	458.0805683489
204081_at	89.4408871617	387.7110726297
204082_at	285.0055387604	371.7271151624
204083_s_at	63.7853216309	151.7010931646
204084_s_at	172.1682934302	213.1051133192
204085_s_at	58.3461043882	34.1674272085
204086_at	27.2538701751	26.0473354954
204087_s_at	505.7063694623	633.9668687469
204088_at	94.5236521174	72.6528687254
204089_x_at	734.422077846	760.4132121758
204090_at	157.4671852447	200.2144214827
204091_at	336.56665214	290.715301993
204092_s_at	907.5403560995	939.7898157221
204093_at	559.9352095552	759.9503948235
204094_s_at	85.2974007924	144.9474596521
204095_s_at	77.6047870234	63.2055124411
204096_s_at	57.6947367155	67.5980232241
204097_s_at	72.967331291	91.0384575692
204098_at	383.9535826665	470.4399253586
204099_at	25.0792508028	24.6211873181
204100_at	53.7757136992	52.4990572726
204101_at	129.8894034059	173.5817191056
204102_s_at	6206.2616058471	3935.7263805812
204103_at	65.795969355	62.9794650395
204104_at	206.9931338015	230.8494043024
204105_s_at	17.2499274663	16.8237834368
204106_at	123.7464638755	158.9054422773
204107_at	45.7756558583	42.485281453
204108_at	211.0345807656	259.0767680838
204109_s_at	51.6320580189	39.3613311469
204110_at	20.1690876792	16.1223242492
204111_at	14.0407485843	12.6421075906
204112_s_at	24.0850244144	35.1201214184
204113_at	47.9234388495	52.8285270627
204114_at	20.6289178065	25.2700280333
204115_at	587.6684971204	1368.442757763
204116_at	227.9467585628	289.7547036476
204117_at	330.2846525281	407.5208454648
204118_at	296.6297915014	332.9206506366
204119_s_at	481.8200551831	499.0549047426
204120_s_at	147.07227595	88.1162399395
204121_at	43.2323870348	83.4104361505
204122_at	168.2982626515	515.6928927116
204123_at	138.4180728566	106.7396705011
204124_at	14.3825590261	15.2390019133
204125_at	483.0783346699	466.409524646
204126_s_at	471.8068392605	471.8757121399
204127_at	1030.972498964	1029.2654625124
204128_s_at	46.0170544708	34.7986889182
204129_at	91.8037945097	109.1717686269
204130_at	26.9271061399	26.7176416118
204131_s_at	1162.9274754958	1437.1158660882
204132_s_at	66.7176306773	50.1512032811
204133_at	240.6983012005	249.7856491395
204134_at	108.0699306496	110.8205834333
204135_at	39.7651746685	82.2050816164
204136_at	110.5193951255	104.473104107
204137_at	43.4048159433	53.6279732213
204138_s_at	71.928459641	79.7372534826
204139_x_at	150.969957746	141.8666593922
204140_at	78.8439075497	76.2319322018
204141_at	620.0972828207	364.5665070741
204142_at	1348.2394141003	1121.5252133708
204143_s_at	886.4918605448	787.2331468349
204144_s_at	109.7913577295	108.7380194252
204145_at	969.7198119172	973.9789194068
204146_at	1241.4615821048	1368.8727239373
204147_s_at	63.4871439281	86.1454622785
204148_s_at	151.2629080651	188.0500128047
204149_s_at	26.248826864	26.2284590969
204150_at	490.5791142458	586.2282275213
204151_x_at	293.8712553297	202.1163170073
204152_s_at	76.9144616572	61.635662313
204153_s_at	932.6644927529	736.1801591204
204154_at	16.5622510791	19.8917099505
204155_s_at	161.3902261388	165.348579043
204156_at	23.2243614497	22.1129959929
204157_s_at	105.2075044796	113.5407987359
204158_s_at	435.1300499219	743.7012907363
204159_at	393.3955588133	436.2301780038
204160_s_at	133.3190251664	150.3542278554
204161_s_at	34.6411720861	33.7426524542
204162_at	886.4766761896	954.9255183719
204163_at	127.5089964901	200.8650181696
204164_at	164.6431056455	212.9270481825
204165_at	382.3067320971	851.9713323426
204166_at	56.6059662687	61.0997817033
204167_at	85.879056206	81.7605302654
204168_at	1156.1601250366	1626.498805592
204169_at	194.6985806895	265.1546988611
204170_s_at	5361.8052333052	5489.035949591
204171_at	290.5521520527	265.9716118726
204172_at	737.031822757	622.3622552491
204173_at	495.1999354912	494.6574097357
204174_at	136.4212167788	395.7021279433
204175_at	217.5611212808	287.9704090205
204176_at	75.916570856	67.4642723732
204177_s_at	162.390371434	190.4621688071
204178_s_at	243.4691512771	348.4048005732
204179_at	38.8108509703	40.0525665312
204180_s_at	152.1850880807	198.3452265558
204181_s_at	205.4442326919	208.3435803301
204182_s_at	55.4183528001	67.7189590158
204183_s_at	189.054289467	226.7505413556
204184_s_at	163.0173644503	259.2349175599
204185_x_at	402.5964150036	487.3994759796
204186_s_at	352.4258655371	354.4509517559
204187_at	741.1039029079	1358.9693840865
204188_s_at	56.0971574135	63.7487183382
204189_at	124.0704754771	141.5639299963
204190_at	322.7370318816	241.2503059371
204191_at	42.7761408121	41.1052758779
204192_at	158.3438905575	162.2140339765
204193_at	247.6778752467	266.8148781773
204194_at	158.5471106144	160.1046079965
204195_s_at	146.1444481759	148.7552985417
204196_x_at	31.8188488706	32.4857923985
204197_s_at	463.9228647465	516.3628863903
204198_s_at	248.0850571732	282.3491032629
204199_at	30.0724612278	28.8592379613
204200_s_at	89.1220934645	84.4882301679
204201_s_at	38.9628932648	48.5233653588
204202_at	64.4123335768	57.7705414492
204203_at	239.3419508324	247.0892137817
204204_at	65.7217410346	77.3891551838
204205_at	366.9369398682	240.7783399056
204206_at	451.1981908563	551.6373967228
204207_s_at	171.2067337227	151.3769541398
204208_at	277.9696732468	404.0568136514
204209_at	90.7787535806	103.4189237288
204210_s_at	20.3781442341	27.4693135127
204211_x_at	179.5730049399	188.4857583988
204212_at	177.163995021	183.6934286123
204213_at	62.9695861957	65.2307073379
204214_s_at	360.5021706678	569.4980096246
204215_at	122.0680684238	97.318031519
204216_s_at	463.5765201972	589.6312708349
204217_s_at	72.7648344974	96.2379019928
204218_at	280.0977025998	375.097485095
204219_s_at	2685.9529242177	2705.3276785813
204220_at	1532.1075219946	1798.8562775367
204221_x_at	169.6453931994	179.7957122056
204222_s_at	237.9204707805	184.509252118
204223_at	24.9491159999	30.7046746399
204224_s_at	228.0385302651	435.5180753322
204225_at	133.0744900832	154.8653450849
204226_at	290.3704391629	288.9324567724
204227_s_at	84.9459421886	120.1471416969
204228_at	1813.0255593898	2559.7734508195
204229_at	38.3462095228	45.752946411
204230_s_at	56.0418163655	57.9235218071
204231_s_at	51.3212740714	49.2631705656
204232_at	160.0080505023	516.6838278638
204233_s_at	131.6043741299	205.6871182864
204234_s_at	220.209226838	165.688213065
204235_s_at	14.4918685943	14.5914853401
204236_at	952.6180708092	1129.0556209184
204237_at	15.7591758301	14.1914273087
204238_s_at	236.4731618774	186.9694493914
204239_s_at	83.9818561532	93.1146266743
204240_s_at	568.836895499	564.8258875964
204241_at	226.6986185537	300.4031891009
204242_s_at	86.0980571757	109.736911871
204243_at	258.7652528709	414.6752404195
204244_s_at	792.6572866143	807.4957164429
204245_s_at	134.9846920436	123.753374623
204246_s_at	790.7278891427	747.4274858402
204247_s_at	204.8265919241	176.7608902873
204248_at	67.7807169408	72.8772290662
204249_s_at	3863.1984521531	3017.0527241475
204250_s_at	39.9378152327	35.8407555427
204251_s_at	109.1743958083	118.7890431227
204252_at	163.159649968	257.9783085037
204253_s_at	72.0443231669	72.1085532212
204254_s_at	153.8967738113	295.6131879938
204255_s_at	106.2137294472	107.260159207
204256_at	1168.0172767755	1625.8662494922
204257_at	160.9316065484	111.5591330574
204258_at	599.9270306748	560.516606364
204259_at	18.2676649251	22.9327788335
204260_at	26.6240031978	25.83056981
204261_s_at	28.4264869384	31.4572785357
204262_s_at	125.2846054	139.4334932212
204263_s_at	151.0389261019	113.2134441055
204264_at	389.0067942365	347.4662606209
204265_s_at	138.8922145664	153.7385361084
204266_s_at	378.3792767028	576.9258334981
204267_x_at	535.5986357085	734.8049023967
204268_at	52.4912568504	58.1617585925
204269_at	77.4191738683	109.8935158498
204270_at	81.9445796757	102.0736863041
204271_s_at	19.0979888634	17.2414672352
204272_at	27.538323087	28.3037144723
204273_at	11.2942236942	12.5825807977
204274_at	1478.180190457	1827.8800052624
204275_at	67.8200112319	73.0383586264
204276_at	116.8894140437	122.6741847467
204277_s_at	110.9777472856	130.8091497855
204278_s_at	223.7703845223	319.2750722552
204279_at	236.2871516227	287.7957988192
204280_at	95.415972345	93.9647485426
204281_at	92.8270816057	134.1713593188
204282_s_at	398.139254164	378.1713478185
204283_at	206.0864087138	164.6230949943
204284_at	21.4373261729	20.1954535638
204285_s_at	221.1632598454	331.3522346476
204286_s_at	123.2743814773	113.9211088664
204287_at	242.0186406559	243.5531416398
204288_s_at	22.6445022976	21.8377818291
204289_at	21.2658618751	22.2043578153
204290_s_at	100.1844175063	89.4981937434
204291_at	226.3468634517	233.7889705615
204292_x_at	188.7175750565	222.10921251
204293_at	69.9291972516	67.02670238
204294_at	297.9234514623	241.1028206929
204295_at	268.0447400831	215.7084915539
204296_at	15.6033677887	15.8484603915
204297_at	652.0123506784	714.4775208751
204298_s_at	15.9309833559	14.8778455482
204299_at	549.533036707	408.9431392772
204300_at	285.7341576547	205.4631615716
204301_at	189.0290600273	176.4943832716
204302_s_at	122.4341270045	160.5319417914
204303_s_at	91.1284162538	87.4019791266
204304_s_at	527.286946857	272.4661621486
204305_at	225.3667937964	155.0220492371
204306_s_at	180.7928303598	188.2910910743
204307_at	74.0042293266	63.6061323433
204308_s_at	174.6475380248	247.2229096196
204309_at	20.8935483729	23.4680658066
204310_s_at	39.7801893191	37.2881906403
204311_at	80.3133140758	78.8617061949
204312_x_at	69.3467188474	60.2790078351
204313_s_at	429.859577009	471.3166359352
204314_s_at	506.5196790277	607.5533051346
204315_s_at	261.9817371407	346.8238265409
204316_at	209.8609334788	296.2617485875
204317_at	100.5186104995	71.763830801
204318_s_at	187.7584502989	152.0972308684
204319_s_at	610.8052687075	1065.3459848547
204320_at	16.4300348942	16.9045924813
204321_at	36.4411745204	58.1921275163
204322_at	98.0300821705	95.1458120211
204323_x_at	29.2145193122	29.1727417983
204324_s_at	144.6547440459	338.3309400797
204325_s_at	28.4658443969	28.8606738072
204326_x_at	160.2945579674	251.5296428384
204327_s_at	193.0962103707	188.9088941211
204328_at	238.2236876933	239.9148258641
204329_s_at	64.6328369819	56.9211714145
204330_s_at	35.8445747196	24.4063063046
204331_s_at	208.1440893214	145.5864190515
204332_s_at	382.9759028853	347.5139384324
204333_s_at	106.0301772488	97.6562089423
204334_at	145.1499441149	216.7257773981
204335_at	227.0098489771	198.2271576421
204336_s_at	513.5623119953	653.7579898921
204337_at	19.26005892	21.6264955758
204338_s_at	18.5957128293	21.8210057371
204339_s_at	58.6858304687	45.6771125736
204340_at	100.7186215058	79.3848869158
204341_at	81.4318696339	61.9356748148
204342_at	118.0811156166	148.6647257336
204343_at	99.8906858228	126.1497042168
204344_s_at	68.5590445688	72.4926260182
204345_at	40.8842464985	32.4906718649
204346_s_at	368.5196597173	463.9433172302
204347_at	75.6896876008	80.0799916578
204348_s_at	80.8196216453	94.5888492482
204349_at	244.6709983411	277.9180312826
204350_s_at	147.3576110786	201.3657162184
204351_at	57.991184711	73.1678068014
204352_at	486.6648314953	379.6792014383
204353_s_at	125.8490459863	108.7660096605
204354_at	617.1938063166	796.4304359784
204355_at	286.4052860789	249.8970717375
204356_at	52.4332487009	61.2695428715
204357_s_at	120.7216704266	163.2740769049
204358_s_at	50.6740938939	43.01691569
204359_at	16.645782213	14.4791891644
204360_s_at	183.5693909795	176.497738789
204361_s_at	69.5659019736	117.5650237264
204362_at	710.5284177118	1247.3779043029
204363_at	49.3386812877	57.8843218981
204364_s_at	16.8962302162	16.4433076855
204365_s_at	22.3318368495	28.5498216062
204366_s_at	1168.9184615853	1195.0105788202
204367_at	222.5377898833	246.0592077522
204368_at	32.8485339338	37.6641374313
204369_at	120.8080774842	123.3440183022
204370_at	496.0244936992	583.4298745209
204371_s_at	108.311068481	102.0493967457
204372_s_at	1024.2336766987	1589.9867482695
204373_s_at	514.4218135977	694.2383996961
204374_s_at	49.2651380658	41.9874165005
204375_at	110.7784381688	121.4758513713
204376_at	84.4849290848	60.6491384633
204377_s_at	261.1347728597	203.0675954002
204378_at	45.2704073837	43.8575986215
204379_s_at	154.8366996572	143.0485630787
204380_s_at	15.5217810579	16.0225153537
