	d4Lin-_1	d4Lin-_2
218183_at	110.9263831042	140.1039816496
218184_at	62.654948365	73.8823909122
218185_s_at	483.2554258869	623.6690484713
218186_at	29.6551017564	27.5528450377
218187_s_at	232.1344767707	137.471361457
218188_s_at	1315.7184951971	1248.6558431128
218189_s_at	806.8005000739	1123.863959693
218190_s_at	1163.4312525612	1287.3083833586
218191_s_at	235.0656143625	260.4796469639
218192_at	791.2546216785	750.2536909551
218193_s_at	207.9762887948	331.9328820061
218194_at	1926.3588710475	2028.2045505378
218195_at	341.5297394155	394.8893138265
218196_at	136.7221622666	256.5574619466
218197_s_at	74.9030392569	62.2906277618
218198_at	731.7677147195	855.1599097556
218199_s_at	231.5090924365	258.6549125029
218200_s_at	3919.746974398	3831.9534279914
218201_at	1607.5669083511	1724.3319401284
218202_x_at	35.244637099	51.0891215203
218203_at	1571.6677226483	1297.7066614332
218204_s_at	315.8717603118	308.4625581196
218205_s_at	1830.7197928801	2093.7056503212
218206_x_at	586.9625760877	866.6791236718
218207_s_at	19.4944902213	17.1250813099
218208_at	374.5432977142	461.3789456116
218209_s_at	338.8387416438	272.1918023079
218210_at	706.9815219271	620.1698678438
218211_s_at	58.9821054439	58.0184131972
218212_s_at	70.7988848322	94.6558023757
218213_s_at	2898.9852589694	3202.9628721466
218214_at	314.8404595902	376.3257838999
218215_s_at	137.0291337121	99.0703104016
218216_x_at	976.4182644208	1366.8235618734
218217_at	225.3945461351	485.7365071423
218218_at	24.805365053	32.8537887313
218219_s_at	306.4765905709	310.5616647427
218220_at	329.8703705865	379.9173377321
218221_at	157.3193342056	183.8721502798
218222_x_at	71.7200367829	70.0011143754
218223_s_at	190.9777779345	227.086815129
218224_at	459.9972339986	463.5221252854
218225_at	226.0285661353	249.8381012175
218226_s_at	1165.508396896	1262.5258560804
218227_at	485.3708449249	558.9469444413
218228_s_at	197.2667929403	321.0976749754
218229_s_at	346.6110883672	304.8286684379
218230_at	590.2237409009	770.8749845556
218231_at	374.0957920365	487.0564106424
218232_at	26.9704129356	27.8749722679
218233_s_at	8206.1500023952	7514.8147488977
218234_at	146.8577745569	142.050909459
218235_s_at	639.0617520738	596.8541005435
218236_s_at	208.9875615427	222.860179097
218237_s_at	963.9683252497	1123.0427861079
218238_at	837.6585472184	910.3494922169
218239_s_at	1314.9276239532	1202.3738437115
218240_at	230.9861890928	204.4759369094
218241_at	277.7669894329	298.4446121242
218242_s_at	274.5491643463	290.8684244463
218243_at	893.5765426429	1505.0324015102
218244_at	720.919225222	588.1847746379
218245_at	159.4071428369	175.8123757532
218246_at	297.2973846342	317.9671068861
218247_s_at	286.6009638066	410.9345272065
218248_at	803.0678069271	923.0324271594
218249_at	890.9301380032	1237.3808687762
218250_s_at	1057.4103652027	1920.3849778134
218251_at	98.7862200443	158.0721972203
218252_at	666.1712614197	728.2492081002
218253_s_at	727.9617185825	564.1703785656
218254_s_at	297.1279879703	343.2793887346
218255_s_at	138.5354363303	156.5617052389
218256_s_at	1068.4221433209	1139.64785225
218257_s_at	222.2646402872	324.880026272
218258_at	783.1328593709	667.1240779426
218259_at	400.9057900486	326.2115584856
218260_at	35.8017537722	38.4267442942
218261_at	43.8127309778	47.7992558071
218262_at	206.7436135176	217.6747396373
218263_s_at	628.5339542342	776.4838042313
218264_at	344.6003397119	330.2158483053
218265_at	368.4519930508	393.3192867264
218266_s_at	35.6459057661	37.3802180949
218267_at	107.3400218863	133.6301981964
218268_at	354.3572282255	442.5806324674
218269_at	2066.1918747995	1830.8134039216
218270_at	530.2493072091	600.186651529
218271_s_at	712.0195329324	915.5803280959
218272_at	321.0483987661	396.8900071085
218273_s_at	36.1196263073	39.943600085
218274_s_at	204.7978470999	210.9611651725
218275_at	125.46909203	156.8320117949
218276_s_at	144.9540655383	250.3060273422
218277_s_at	492.2922105899	459.6206662037
218278_at	474.3154929008	473.2016626738
218279_s_at	40.5456353693	32.0571660541
218280_x_at	312.5545878636	424.5091225678
218281_at	547.1195711622	474.4572152349
218282_at	84.0773584996	58.4763142506
218283_at	1237.1374082208	1240.8025381945
218284_at	105.2165166502	115.9151706723
218285_s_at	392.2657451165	407.6161333615
218286_s_at	366.5415701266	418.9242635816
218287_s_at	531.222457227	602.896260411
218288_s_at	612.933624143	658.1621590084
218289_s_at	439.7628889891	508.1675385568
218290_at	520.4619354062	606.9325459228
218291_at	162.6389347391	142.8308681214
218292_s_at	41.7152531427	56.0009890728
218293_x_at	25.5158823021	25.6218697971
218294_s_at	339.7513038679	815.7007167143
218295_s_at	120.0751606418	111.7074531296
218296_x_at	177.2838277455	201.7016946153
218297_at	233.8823819448	266.2496037965
218298_s_at	445.0045023399	512.6269004521
218299_at	178.2817345974	265.2580023233
218300_at	239.9399427774	264.5924748704
218301_at	102.3983707158	118.7730967887
218302_at	233.5835003301	201.272097435
218303_x_at	400.982575093	654.5666710703
218304_s_at	214.4072852924	257.577971822
218305_at	338.0735863501	221.5700330894
218306_s_at	740.8413602135	885.3368107434
218307_at	268.9171894553	360.6335825276
218308_at	698.3555405005	1087.2273129498
218309_at	22.4609501358	26.8130285247
218310_at	332.4318535172	465.1298241626
218311_at	79.2225017716	121.980950202
218312_s_at	205.4500022671	225.1577403758
218313_s_at	589.6534896588	669.7759287387
218314_s_at	235.6402872625	286.0757046226
218315_s_at	524.2038285373	390.5332514135
218316_at	476.2731078812	453.504624732
218317_x_at	594.4990434816	668.966541808
218318_s_at	132.9799032878	290.3148622687
218319_at	108.6917116328	150.5776794058
218320_s_at	981.8017002608	1370.5396114124
218321_x_at	302.6413395227	406.869498327
218322_s_at	399.2263256412	382.090345746
218323_at	1393.163099405	1535.2710321339
218324_s_at	240.0296625321	220.6394375543
218325_s_at	134.1938412493	164.3950708112
218326_s_at	32.3682902042	35.234568821
218327_s_at	262.7823164714	304.4369807078
218328_at	215.3222255273	170.4197118126
218329_at	320.548435727	309.050070669
218330_s_at	17.2388803226	17.7283491181
218331_s_at	447.9383094074	348.713064399
218332_at	317.486666249	222.2938408515
218333_at	354.6639030859	513.3036582595
218334_at	1300.4961367671	1144.3868847161
218335_x_at	320.0818425533	416.0752903466
218336_at	1429.9755603972	1907.127978243
218337_at	167.3732564254	191.5912629049
218338_at	279.2516014318	256.6781400995
218339_at	486.9173724616	490.4854062988
218340_s_at	79.4921577291	135.578906366
218341_at	359.6549206599	464.5996323075
218342_s_at	255.0555951929	282.2642591495
218343_s_at	297.4582958205	255.1656054553
218344_s_at	178.1065382788	157.8400265287
218345_at	68.3709494085	92.8847137861
218346_s_at	248.01094139	345.9960736966
218347_at	288.4139218055	309.8140646646
218348_s_at	335.7941255925	369.9336549503
218349_s_at	278.5555678476	253.7637563549
218350_s_at	2204.0825183771	2309.5842644309
218351_at	730.2412576583	725.5846662974
218352_at	399.9370960353	227.0919947836
218353_at	18.4182760743	17.2056623321
218354_at	320.3698981011	381.8635310471
218355_at	339.6682721254	388.4257789173
218356_at	691.7529408284	818.889024989
218357_s_at	2687.1578727943	2619.4887431505
218358_at	982.7509736474	1421.9739263209
218359_at	67.7121968577	69.6442349146
218360_at	168.5396762343	220.4136534256
218361_at	414.365584368	507.4670116282
218362_s_at	35.9739518121	20.4858348187
218363_at	166.8117641047	178.3127967727
218364_at	234.3953716861	345.3990434935
218365_s_at	99.0866979309	109.5867889493
218366_x_at	1095.4506699558	1258.7181470137
218367_x_at	191.6363675838	163.9801630778
218368_s_at	125.6474539489	136.8124188373
218369_s_at	15.0247641294	14.0859456369
218370_s_at	753.2160343968	602.6242788051
218371_s_at	266.8746030946	270.0591211199
218372_at	133.17895974	159.055739915
218373_at	74.6845742632	97.2626051502
218374_s_at	184.7414329022	200.1842546193
218375_at	687.6522058854	759.408225013
218376_s_at	357.9309112658	598.4054095167
218377_s_at	335.2630029776	333.7584729149
218378_s_at	239.2100445108	273.9458311555
218379_at	336.2219269664	361.4998233167
218380_at	57.6891788011	47.9850977422
218381_s_at	1023.4624850836	1479.5837321452
218382_s_at	180.5049936114	201.3191412415
218383_at	638.4357268467	537.6647785757
218384_at	222.3800865287	200.8695552218
218385_at	636.841499495	659.885828377
218386_x_at	494.2677120931	511.3737228629
218387_s_at	533.70289344	562.3627688445
218388_at	321.9577017455	330.6350662043
218389_s_at	240.9626320876	254.1257799895
218390_s_at	31.3099261813	23.6487208304
218391_at	376.7871440562	481.0482945861
218392_x_at	502.2756701324	708.7850707135
218393_s_at	168.0276725331	192.4242015124
218394_at	79.7850584646	83.8298406487
218395_at	413.1569417254	317.5429274929
218396_at	525.9521583532	837.9523739953
218397_at	1396.8340406257	1288.8877464991
218398_at	420.516245963	383.1706485145
218399_s_at	347.0338231057	428.0562285275
218400_at	70.4188715992	98.7414606127
218401_s_at	344.5773166045	268.0230627995
218402_s_at	467.7053643753	514.6057537021
218403_at	1344.799179154	1605.7984039486
218404_at	415.8379509817	467.923610994
218405_at	284.9029745688	267.8398381366
218406_x_at	91.8434561958	111.608634372
218407_x_at	381.9479143609	472.1634341266
218408_at	853.703508652	1028.890374646
218409_s_at	249.4622295653	243.965055932
218410_s_at	174.3493917762	217.1787898899
218411_s_at	105.8991644905	113.2520227869
218412_s_at	73.7490504201	72.2930663702
218413_s_at	81.7388001356	68.370249024
218414_s_at	248.2489319494	263.1752584603
218415_at	240.1479099925	254.0544991466
218416_s_at	107.1102717385	103.6857574743
218417_s_at	138.122033759	177.0765351264
218418_s_at	272.3015483225	309.4421885137
218419_s_at	168.9186416716	158.4062670843
218420_s_at	143.2503834692	124.4747985386
218421_at	398.3004908024	466.7557754169
218422_s_at	635.8085275651	575.5002544403
218423_x_at	379.5627543068	379.4943448166
218424_s_at	198.6653642598	231.9364478784
218425_at	112.1874112151	123.5205654415
218426_s_at	193.7570198559	178.516686248
218427_at	311.8972643094	301.4838406495
218428_s_at	492.917326106	615.6638175765
218429_s_at	179.3054744263	212.7278902678
218430_s_at	231.5635678529	278.0696432152
218431_at	320.4865443	313.3776282303
218432_at	72.8149478536	49.6635218004
218433_at	48.5932387788	58.6987888658
218434_s_at	574.6051048409	802.6316085817
218435_at	748.0363328083	1000.1030783763
218436_at	385.4097938429	481.1576942514
218437_s_at	297.0165617871	195.9303592361
218438_s_at	404.9512540133	282.6590255617
218439_s_at	193.1243172076	210.515620176
218440_at	459.6037449878	477.2946533965
218441_s_at	122.2374775104	152.749459247
218442_at	465.9904976298	481.5544610623
218443_s_at	217.6002550536	267.1304292652
218444_at	101.1764625602	108.6508893853
218445_at	182.6269315455	240.7060750143
218446_s_at	244.3074645907	322.7414499677
218447_at	1107.0523933268	1330.4538789572
218448_at	254.3711202646	345.2384359468
218449_at	250.4003066976	216.1510662229
218450_at	719.5388717009	765.0551891875
218451_at	80.8652850781	67.0330666279
218452_at	253.8849320695	254.1573201657
218453_s_at	109.6404489543	105.2713082427
218454_at	51.2857607391	129.6758018744
218455_at	157.3723776383	181.2437754235
218456_at	248.5997921984	210.3047380495
218457_s_at	233.8316706424	212.5258166094
218458_at	126.6091308936	136.8228268942
218459_at	393.0419522045	409.1911811102
218460_at	547.1080943787	493.1198693374
218461_at	714.3526947035	852.7122882725
218462_at	1227.3303271673	1305.1698916238
218463_s_at	357.1776282732	370.2766888545
218464_s_at	290.7371349183	313.5486863444
218465_at	378.2250740076	494.3058093273
218466_at	45.6701844804	55.2630900967
218467_at	3216.1921179187	3140.8341021383
218468_s_at	15.8966392229	13.5145678266
218469_at	12.4222456382	13.9386789201
218470_at	433.1919601787	508.8361544581
218471_s_at	155.6227119652	134.2104749092
218472_s_at	205.8769839046	204.8479322537
218473_s_at	379.2441058156	458.5895356427
218474_s_at	298.8630560921	547.3625248684
218475_at	171.7886519276	152.6959008297
218476_at	158.5882807098	139.3109344261
218477_at	512.7087702585	504.6358689174
218478_s_at	767.3916553373	892.1298027066
218479_s_at	54.7904406755	58.7597837421
218480_at	307.0539210243	256.0901242437
218481_at	421.8448635579	344.5767021878
218482_at	1319.1220723705	2027.0968879794
218483_s_at	171.1572844487	149.07895346
218484_at	52.8046415463	51.5562050529
218485_s_at	101.7665099743	101.9153889431
218486_at	259.1588898695	170.8640550624
218487_at	392.6487452991	367.3237564264
218488_at	306.2528144899	259.3147464463
218489_s_at	89.5366142368	68.9767521207
218490_s_at	336.4274932366	227.9938521349
218491_s_at	862.1012783142	886.6958717219
218492_s_at	235.4993852869	255.7602597644
218493_at	933.1460730837	1027.8721707755
218494_s_at	90.2547397717	87.7758192982
218495_at	1332.3564258209	1307.0347653216
218496_at	840.4244778702	655.7191940766
218497_s_at	633.1255674148	694.3261399586
218498_s_at	65.2288780324	75.7294600325
218499_at	1574.9612422507	1660.3747044799
218500_at	102.2820508948	71.004065759
218501_at	214.742180613	553.0718858138
218502_s_at	30.8879695395	35.7676012693
218503_at	287.0192229015	310.4964074764
218504_at	246.6807792378	188.1284303811
218505_at	962.9945734576	1075.1427883306
218506_x_at	364.1328863112	645.9413010997
218507_at	279.101521636	235.353982545
218508_at	176.0530629686	149.5878905249
218509_at	76.9975319188	101.8108389379
218510_x_at	23.8992307242	23.8542062746
218511_s_at	425.2858562995	379.3681071877
218512_at	1009.8999573575	1031.3452324061
218513_at	132.0460491766	117.8748724382
218514_at	357.1190021677	290.2968129641
218515_at	900.4343253712	865.451151526
218516_s_at	88.9788972722	84.1485869679
218517_at	628.9878517183	704.9834296602
218518_at	533.2210870286	460.5533058884
218519_at	127.4694062535	108.6347459987
218520_at	673.0036901373	1052.7194509312
218521_s_at	110.2927839398	185.3569822943
218522_s_at	101.0764926287	100.1159725696
218523_at	91.5141150465	96.5596673322
218524_at	253.3256825129	239.3828015687
218525_s_at	49.8834155248	52.4351271319
218526_s_at	362.825523569	370.8477015552
218527_at	251.1409558408	361.3276501222
218528_s_at	846.8831709763	1081.4975842431
218529_at	225.3319547726	176.0941242178
218530_at	227.1963521566	356.2461161866
218531_at	141.5549543309	214.353550372
218532_s_at	23.4518492524	22.6661322184
218533_s_at	383.7519766105	339.9691203325
218534_s_at	329.1748014351	288.32765292
218535_s_at	436.7337928113	452.539315998
218536_at	247.9103854681	270.8603005933
218537_at	116.0647260121	121.3722792093
218538_s_at	258.2838288154	232.2974940986
218539_at	436.6779908786	773.5993967952
218540_at	143.5299057126	98.3964125949
218541_s_at	11.2506157304	11.8015077852
218542_at	314.9311073167	605.9827029174
218543_s_at	232.7500423	334.6080197655
218544_s_at	268.8314752964	273.8819733334
218545_at	106.6935843346	93.6986017085
218546_at	25.5204151327	26.7181816362
218547_at	261.2952567167	313.0216552872
218548_x_at	287.9696415429	479.0645786524
218549_s_at	491.4241328464	387.595082207
218550_s_at	82.3955949004	93.4169217844
218551_at	236.4656729462	249.9470491385
218552_at	176.1910938553	202.1323416592
218553_s_at	164.4122685124	146.2835944013
218554_s_at	28.9205800092	28.2856908713
218555_at	112.3905029754	148.3646214848
218556_at	279.9639753192	335.7427350965
218557_at	683.8059233503	787.4089895411
218558_s_at	458.4595203752	472.6876958759
218559_s_at	43.2315000225	44.6730001815
218560_s_at	184.7695516156	117.3718051752
218561_s_at	445.030388774	328.8543354656
218562_s_at	140.5892606438	141.7532162159
218563_at	933.9049339899	1306.5628671867
218564_at	236.7017164689	503.0122273417
218565_at	206.163420783	228.0557715461
218566_s_at	944.5063076065	1471.3745221877
218567_x_at	475.907861666	408.3111865393
218568_at	376.7840901523	410.3588319039
218569_s_at	195.886893941	172.6629956504
218570_at	395.7035538927	290.9972278323
218571_s_at	1494.6560629319	1743.1779016712
218572_at	251.4369594338	199.8461118384
218573_at	347.7971246512	478.2940871237
218574_s_at	55.476292791	73.0154528937
218575_at	955.1820294079	874.9307299282
218576_s_at	402.0951657417	372.7752676499
218577_at	702.0795132252	724.0033976603
218578_at	372.4508436407	357.810156634
218579_s_at	186.686607543	222.7673014678
218580_x_at	856.5436663652	1295.1696189083
218581_at	129.4592374195	310.4522488488
218582_at	370.5510622843	266.7561641994
218583_s_at	565.8946800514	866.673130929
218584_at	95.9932572492	89.1255362556
218585_s_at	1155.2133221688	1398.8969206173
218586_at	267.434147613	405.8327994685
218587_s_at	368.1342049043	407.5792777153
218588_s_at	136.4995296271	158.255607284
218589_at	281.9006729075	586.9668956086
218590_at	606.7252554643	433.4427027825
218591_s_at	23.541606036	24.2701890774
218592_s_at	437.0352844957	407.371976321
218593_at	531.6135729737	487.6080764211
218594_at	905.9800612465	615.7746263788
218595_s_at	1760.5400508342	1110.389523428
218596_at	155.6630428773	255.3961218297
218597_s_at	339.1756352324	391.5075371817
218598_at	231.4908994961	268.7458883917
