	Lin-_1	Lin-_2	MNC_1	MNC_2
216000_at	168.033832307	161.1161732376	114.2917420721	109.8622148977
216001_at	32.2155413484	22.2113132871	26.9746139585	33.3324019156
216002_at	83.1410052099	89.7836622744	124.4202978733	120.8284829261
216003_at	23.8656169301	24.662565286	20.4432732947	28.8652103211
216004_s_at	67.8120337462	67.6200295185	84.0035664309	67.7027790313
216005_at	14.1727780908	15.0417994606	13.9804919836	13.544598934
216006_at	123.0269659966	109.7170757175	215.7098783648	204.5914282547
216007_at	13.1089474987	12.2706588125	10.5066626788	13.7313447448
216008_s_at	271.6603241716	284.0420555727	240.5450397142	253.4506535768
216009_at	51.332933998	41.173542341	45.7527147315	47.5359922193
216010_x_at	39.8394805611	37.7166022633	36.9947481106	39.7277942377
216011_at	21.2365615934	19.5867756417	22.280686204	19.6499052766
216012_at	17.3457393928	13.8684157541	22.2009900795	26.3721847117
216013_at	42.3100789422	33.0405421702	34.1820485667	30.7741025994
216014_s_at	98.0264621206	92.4621644001	97.2195920838	89.2544216709
216015_s_at	58.0559122302	58.5407166309	148.5491160882	168.2998165578
216016_at	37.5258815006	41.4741043205	74.8119313939	82.8959093326
216017_s_at	41.4725706875	47.9621720917	65.1789768221	53.4675699348
216018_at	24.866869054	23.484127371	26.7023263416	24.1710127084
216019_x_at	33.2198818014	33.6846794647	31.9763110908	39.399474101
216020_at	46.4071634197	54.7082054798	39.2641877992	37.2494526116
216021_s_at	16.3636529195	14.0042223616	15.3626518724	14.7278965582
216022_at	96.0976626332	89.5593076049	144.332474763	153.7480914045
216023_at	43.4413572074	47.4832240804	69.0071699366	49.0664858888
216024_at	58.0075363666	67.6494009992	96.4086712605	103.3063709555
216025_x_at	12.8042987245	16.03126884	12.0119594743	12.2479951888
216026_s_at	307.9767337039	307.7555847438	159.2507797631	179.5454463874
216027_at	50.7244885041	39.2397237642	46.6534169088	45.3092189986
216028_at	511.062325346	483.7464490925	175.8673738329	205.5179969955
216029_at	35.4094452087	43.3451199389	40.3859516413	40.2803995451
216030_s_at	19.2749369302	16.3948590752	13.9954694847	19.8699086484
216031_x_at	67.3643246322	70.3366619716	50.9386438852	43.0149164539
216032_s_at	3170.8066246185	2862.3722325974	1428.1844160873	1302.5564640555
216033_s_at	872.6272733057	875.5237065779	2368.3072762009	2144.874337717
216034_at	17.1551732146	14.2940728737	17.326747894	18.2068801184
216035_x_at	1619.0031753491	1437.7907510549	1549.4066373052	1345.2223548049
216036_x_at	348.7685655676	335.0364413185	476.7690156473	472.4810936806
216037_x_at	982.2548322616	966.4156982442	1035.9435680711	928.1328527709
216038_x_at	158.2719119757	157.6152936612	161.0176806601	173.425583727
216039_at	11.5617608175	11.7001035816	9.6411854727	12.1929748846
216040_x_at	40.1644748475	51.7727078096	54.4794761021	50.5913551049
216041_x_at	274.9761156028	291.1247101207	1398.7367188111	1339.7687034159
216042_at	51.1324268889	52.0082959946	67.1426926903	52.1330583209
216043_x_at	91.4159220258	84.2600621495	100.2394100249	95.5622510124
216044_x_at	70.3521780491	66.2376762257	233.2698182435	270.2074748667
216045_at	20.2535612993	16.8536514077	19.9332003483	18.5654684025
216046_at	14.4563832739	17.04595797	15.9111349511	15.7216355405
216047_x_at	14.489023919	11.2148551281	12.1827090184	13.6815146207
216048_s_at	44.8796754686	57.7939595899	27.3478251886	40.1885711466
216049_at	13.6793675796	14.9055218908	12.2003499447	15.217030803
216050_at	38.7228113533	27.6296419377	91.3210896473	123.2661206874
216051_x_at	137.0892148311	144.6086133748	180.6486619521	187.7109685313
216052_x_at	40.9034676457	35.8327303075	35.4842727849	36.6619208367
216053_x_at	53.6531217338	51.4860100432	62.0194951575	56.1452138841
216054_x_at	846.7881613973	767.6569306114	1244.7460922421	1068.5527479981
216055_at	56.7857151136	56.530455203	59.4680301219	64.9952841016
216056_at	18.6547069836	17.466051915	23.8047054752	25.9542545696
216057_at	61.403576853	61.8118139071	54.0969969485	63.5047102872
216058_s_at	15.7448182332	11.9819110874	12.9153398422	14.3159536639
216059_at	33.0822629636	36.2215192242	33.3900265803	31.4954846489
216060_s_at	725.5766856675	643.9004684271	532.8699873557	452.0769351648
216061_x_at	91.9187494496	85.4984348499	95.1595120759	79.7989358758
216062_at	56.7531836753	46.6680513597	57.8290530984	63.9101969534
216063_at	137.022440687	129.8638740132	454.591402672	514.0053487637
216064_s_at	238.837905581	282.0870711827	326.3131631506	374.3417010118
216065_at	35.8362750897	40.5751050676	44.823826163	55.8904409728
216066_at	27.6772117137	26.5171160144	29.2300788857	33.6925859345
216067_at	61.4824752557	60.8820997842	66.6915947899	73.9881104661
216068_at	12.1219447364	11.2349717064	8.9833746857	11.9646618545
216069_at	63.2592122977	64.3935769563	113.2218524671	131.8080363303
216070_at	22.5954915189	15.0799244349	10.741240776	12.8548787435
216071_x_at	1231.0878205787	1192.9524860871	756.0274755623	752.8951470858
216072_at	144.5351466964	135.5200273018	327.3481866981	315.2651990504
216073_at	12.6813738787	13.8045592886	13.9558282843	12.0308513275
216074_x_at	48.7092158029	52.813738275	47.250051817	48.1915345336
216075_at	26.5207842235	43.5425936887	56.5241886423	70.1336465086
216076_at	60.9350514134	58.9159858769	73.8486502581	64.6916291519
216077_s_at	43.0549077082	59.4507616555	42.8759138101	47.770000872
216078_at	19.9606220562	18.6338757136	16.8390669109	21.6507310149
216079_at	30.6325235573	40.6327365771	29.4512135389	35.9352584098
216080_s_at	273.8232986342	276.3071832343	183.0292149196	205.7362058309
216081_at	20.0574432872	19.6750983685	18.1427428302	17.3011773926
216082_at	31.5117966305	35.8957653032	31.538719035	32.7246003625
216083_s_at	63.9181343345	60.3294547289	57.8144659484	51.9572232852
216084_at	18.2910937035	20.7673515276	18.2637766468	19.1804106763
216085_at	169.105507169	164.4974836012	105.2498627694	120.9936807314
216086_at	24.8793209735	24.4101400892	17.5274823016	17.0360287101
216087_at	13.0343529609	10.1856026738	10.8531362015	12.3113162853
216088_s_at	1167.3172463154	1138.6653199227	843.0485250834	804.6303491233
216089_at	18.5788034477	22.1363590383	15.2581616763	19.8656811087
216090_x_at	25.744310712	22.512662126	22.2977067606	30.5830263414
216091_s_at	134.1235707231	150.637424184	115.565650736	109.1297430803
216092_s_at	116.0344911913	120.4404422643	122.7811553379	125.6505707341
216093_at	30.3317185367	36.1241050257	32.7830335319	36.624171762
216094_at	23.6700050637	25.1408601512	24.4161006208	26.1288342385
216095_x_at	2040.9737904547	2001.3637027074	3364.9800457954	2815.4916562187
216096_s_at	15.3275818808	13.3129107519	11.5947142746	15.4938282901
216097_at	14.5336858814	12.2928562902	11.8490662961	13.0834744276
216098_s_at	15.6074426926	15.9411890911	18.2013771931	17.3722034868
216099_at	19.4194603846	15.3279540892	21.2777666946	20.7496938935
216100_s_at	28.7859750913	33.3261580711	48.3646159937	58.7501743092
216101_at	38.6732310515	42.8667288606	34.6688760638	33.6968447815
216102_at	36.1763454064	26.5879517563	24.6269295594	32.4138878838
216103_at	59.4645026861	75.4886823586	48.4552916648	54.0569668465
216104_at	14.3543093792	12.4003701724	12.59276636	13.9732886843
216105_x_at	699.0808449329	707.6002040856	511.3731792669	474.1352479254
216106_at	24.9943818657	29.7928888719	31.4835384854	30.0158501766
216107_at	40.5761471207	28.2513305761	43.9368150429	43.1770233475
216108_at	15.2458090472	19.5677083205	15.1520566591	18.9730164751
216109_at	16.3851116918	24.7429741829	32.8099536897	32.8253953773
216110_x_at	28.4307877602	29.4183574823	24.0958936554	32.8704387844
216111_x_at	413.7572474547	362.4712455355	282.7773794981	304.8613428035
216112_at	308.5278569904	312.5999937689	419.7559180102	384.877557273
216113_at	26.7408288373	18.3364439476	15.4286039831	18.0659599283
216114_at	62.5469280055	59.9705877385	56.2651250253	65.2693476083
216115_at	39.5291509698	46.8132231088	40.9974647622	33.4409118806
216116_at	24.8883795856	21.4465110558	23.8805087687	28.2299349395
216117_at	18.1739416761	21.2012133153	24.409200829	21.1025730214
216118_at	15.9111590436	15.5689584933	15.4175736407	17.1915730874
216119_s_at	46.4933026507	36.5252967205	47.6654668424	41.7622404849
216120_s_at	21.7560507198	23.2751733567	22.220455231	22.1658560248
216121_at	35.3837114203	30.9664006982	28.1684970223	26.1211979242
216122_at	35.6428062892	31.4274674536	38.8915833305	35.5410365681
216123_x_at	59.1003981737	55.6078958347	60.6906792397	56.9174384238
216124_at	22.4273602939	28.0062217653	15.423248002	20.1706134418
216125_s_at	131.6891299802	142.5245237063	128.7130936786	154.2026770539
216126_at	34.9085128643	32.9775178353	41.3310273971	38.0887949651
216127_at	42.9472232801	37.9918227999	43.381647375	45.6081835519
216128_at	40.5222373644	47.3664100856	47.7053984737	46.4606368253
216129_at	88.4196241673	88.4113796661	100.1066579364	90.1094558878
216130_at	15.0827198805	12.6137139545	11.7734149008	15.4723681538
216131_at	16.2235941589	13.4148817713	17.4260209343	17.2371394545
216132_at	28.2123700397	25.7799834099	24.9090826935	25.4839576314
216133_at	36.6223907949	39.5076061269	131.9434235484	156.0122200222
216134_at	79.7138168317	67.2698295924	43.4933320803	38.9099997071
216135_at	26.9087089846	31.3731834033	24.8141589015	32.0683581556
216136_at	18.2983343557	16.6498481066	15.9032126612	16.4902705315
216137_s_at	57.4270106436	67.2357822358	81.0985119357	68.8678565735
216138_at	80.1584564308	76.2817526032	79.0167496937	68.8044065751
216139_s_at	124.9373989192	121.532578561	152.9631708401	141.9766004905
216140_at	21.5078400179	21.8830842463	24.3918058828	23.4341680285
216141_at	50.1106003046	62.540707419	45.7418311181	37.3307903941
216142_at	358.5167456969	392.4598986185	546.4221620077	517.8704803032
216143_at	54.6020719742	71.6820840411	78.8433712203	69.3113706665
216144_at	53.0246603584	59.215878751	62.9999424655	64.5764398843
216145_at	39.1345295191	38.3244630971	39.7763312938	55.7800251223
216146_at	25.8174236962	26.1125911887	25.5012564829	26.7679584798
216147_at	31.3664283311	44.2042535623	37.2907361127	40.8477532586
216148_at	33.0944035588	38.6654583672	35.8060523931	45.5253166171
216149_at	37.5536708279	27.281683895	19.5670639348	22.9460175224
216150_at	28.2659025525	33.4835967377	36.9502395632	39.6401911159
216151_at	11.817908964	14.4712589285	11.8759632154	14.2283483241
216152_at	29.5666058134	27.8941187626	36.1782711109	30.9062840388
216153_x_at	555.2653895791	506.1681838408	625.1550706635	623.0674843629
216154_at	15.6693190376	14.6717245333	13.5732347279	15.8827492388
216155_at	19.0496781424	14.9396478431	14.3529534083	17.0091178001
216156_at	18.0274980964	13.0987895105	13.9351048104	17.9963251373
216157_at	29.1542951807	24.7134782818	27.2991227149	24.3258799631
216158_at	16.0893460279	11.2399205434	11.8115782107	11.3770403967
216159_s_at	29.2666767666	26.614693784	32.1852157586	32.9044873846
216160_at	64.2942553476	60.5993292205	71.4485533791	70.7728255808
216161_at	70.6271596024	70.394865888	67.1671028959	79.9325232809
216162_at	69.32756085	76.3973736872	60.6016113416	71.9421654895
216163_at	52.5137209721	54.1898192757	55.5763788253	56.0019891349
216164_at	48.1388197554	46.3207582091	54.1059240566	44.3019039577
216165_at	18.4111232935	15.7337634795	13.6773373952	14.7447421315
216166_at	30.3852536878	26.3662351619	31.30471568	30.548539352
216167_at	24.7472071193	25.6222651598	24.4871562853	22.1357631496
216168_at	39.2333238751	33.4723278238	29.5937114428	48.6657611266
216169_at	17.3246267593	14.3033907611	14.7402323303	16.6351300455
216170_at	41.3292210748	39.2904594267	36.6164788642	49.4495191591
216171_at	14.3775180035	11.8802769713	11.7139161079	16.9889745677
216172_at	41.0224100627	43.9990220801	38.2075946401	28.1128225929
216173_at	15.1151941826	14.884682301	16.9124710809	12.8805728392
216174_at	41.8665036051	31.6003155762	51.1655449639	72.031577747
216175_at	110.4455328272	115.9676869071	75.3425545076	85.6597709002
216176_at	129.0396199751	128.636051561	318.1552943116	333.0779281258
216177_at	73.6124875327	65.2216429328	90.8585695242	68.2420978234
216178_x_at	29.08963321	25.6657504093	21.3409816392	23.2156083764
216179_x_at	82.0431481005	81.0937535092	73.0075398235	92.1927470977
216180_s_at	38.6674365535	34.9163599241	43.6197224975	38.8764716829
216181_at	51.6341032471	49.4041328045	47.7668164748	54.2960474497
216182_at	37.7559386999	40.0310755622	44.0731016035	39.3570931772
216183_at	38.7642945609	32.4001848227	30.9948703414	40.0616371168
216184_s_at	27.4262957464	29.3414949051	24.4496471112	26.7202293029
216185_at	18.1850824709	20.2978978476	21.1328132325	22.5932284491
216186_at	35.585043555	36.2049414316	39.4407586049	37.0634352505
216187_x_at	299.7626118127	275.9885786359	379.253058854	363.2500173647
216188_at	21.9230216361	20.4233158986	17.0912327191	19.0856054067
216189_at	14.5296828792	17.3199776818	16.4903784915	16.5010200645
216190_x_at	18.2198079138	21.3263518605	21.8593476526	22.8383286371
216191_s_at	850.9385815986	783.4382663226	2509.5531617992	2199.4995753284
216192_at	14.7161551221	17.8437020231	18.4920857179	17.3483474953
216193_at	35.2854086768	27.4448119902	34.8476232366	26.6809966344
216194_s_at	1580.0706817157	1473.7530094801	1363.1636772372	1304.4946200257
216195_at	14.3556530707	15.5368015677	12.3704281475	13.8759769546
216196_at	26.355126586	24.0269762504	25.4234265424	22.1568611167
216197_at	237.4532494882	259.8581922894	564.5328129076	534.7691738897
216198_at	279.045388586	253.5837556857	555.6286524472	577.4776875772
216199_s_at	519.9868354245	531.6921014004	316.3799883932	377.4264755145
216200_at	24.4278028003	33.7494512839	35.2092767563	29.7000329865
216201_at	15.4929823624	14.6900004886	16.2762384104	13.9622823048
216202_s_at	334.3533718577	304.6034580642	258.6876252266	286.5323315946
216203_at	105.6083332997	125.379165116	102.2268843736	121.7990651483
216204_at	40.5659293868	39.3259428068	45.9763202931	40.0849869863
216205_s_at	57.2647275891	61.3700925888	68.3180306537	77.365437502
216206_x_at	120.4788615995	134.8579915591	146.364529205	154.1438588778
216207_x_at	73.7161494	90.9543362641	582.9118521329	501.4529490034
216208_s_at	78.992866812	91.6679102097	79.5291778888	87.7711985521
216209_at	26.8157867279	31.401245003	37.6015795408	30.1716312223
216210_x_at	448.4179467115	469.9531708732	884.1709421107	778.6698926239
216211_at	40.3657580962	33.5822007858	23.667847221	32.9319907736
216212_s_at	1473.0862830871	1455.1284181598	395.9346679674	399.7149899694
216213_at	47.4869167541	53.5205592595	37.3424980639	40.6227396831
216214_at	14.8552689398	14.6784540681	12.781236098	14.4693423138
216215_s_at	272.9955130219	313.2321712041	75.3716739939	77.4065281451
216216_at	16.1191130856	13.719711827	14.0471273753	16.3484712178
216217_at	23.69845606	19.1254400254	24.9309735853	22.9873277125
216218_s_at	552.3954257764	557.1186222442	1113.8315730816	1040.0343164943
216219_at	37.6118525904	39.2886971228	39.0928836137	39.9315816496
216220_s_at	79.0484633308	82.7178249576	97.4234093313	88.4195744371
216221_s_at	2634.8699716646	2474.0526526232	2859.3014800809	2502.3131262247
216222_s_at	58.9583168805	79.0244382275	134.4822978285	173.8100578252
216223_at	15.8840250016	15.989411003	15.4148576525	17.5129140607
216224_s_at	133.3676944714	145.1506748701	110.3700315358	116.0592427389
216225_at	13.1069933088	13.5643731973	10.4744274384	14.6532041119
216226_at	88.1453249743	82.0805018467	59.5879158205	55.4501873487
216227_at	30.4185745628	28.7337082646	23.0880583628	26.8860157642
216228_s_at	283.1068641578	277.7502636663	92.0277892642	92.3953867342
216229_x_at	125.5493248308	128.3334101284	130.7845368975	120.8938030232
216230_x_at	67.912535646	75.8828203774	103.5660100299	112.3945157871
216231_s_at	5421.7661372625	4495.361509427	11268.8428630001	10253.1526569255
216232_s_at	565.0674706286	607.2764278153	333.6671244264	352.718001923
216233_at	13.1287821121	19.2413633008	112.2641831937	123.0340045939
216234_s_at	42.845618754	31.9447596595	92.9839270503	99.6146440485
216235_s_at	17.5328706404	20.0026255717	20.8664963007	17.2671364073
216236_s_at	458.7758862971	426.4734295905	2956.7072942366	2698.4180634733
216237_s_at	840.2921176874	764.3191443025	288.6122688056	324.5899719974
216238_s_at	20.9243655064	15.6369625151	16.5231803968	18.2968347546
216239_at	30.8410052593	25.6899344839	23.6832979852	36.6858020104
216240_at	34.1797793224	26.2589683427	29.8235503707	31.7049121106
216241_s_at	3893.9375790664	3421.4427908105	2598.9562677999	2293.9396883946
216242_x_at	255.0940646857	244.7115769989	247.2312700516	259.968363935
216243_s_at	20.1221614327	27.7171911931	135.0032177719	147.146157688
216244_at	21.5275005735	19.2398260568	17.8133532598	19.132540088
216245_at	23.2663750345	25.1714491614	76.2612918191	76.6149734872
216246_at	19791.2608283749	19339.5177462285	15972.1106512236	15563.8367954608
216247_at	185.8310412655	218.010286366	109.6931333854	111.8597729584
216248_s_at	284.2748846692	289.7362492086	128.387942975	156.2065627631
216249_at	99.1559196738	105.0596332475	58.4380790482	55.3677175197
