	Lin-_1	Lin-_2	MNC_1	MNC_2
205129_at	1542.3261012329	1442.09310846	365.4935153359	393.1551820416
205130_at	223.6740689531	254.0944636671	78.9715647244	80.7070627214
205131_x_at	162.4983129401	198.5425520669	105.2584447309	89.4089054663
205132_at	19.9729602413	16.1324087665	15.5406367052	20.1644956869
205133_s_at	4154.9490875824	3988.2149688471	1441.543876825	1290.6456185574
205134_s_at	165.778360708	163.2712937166	72.6762948699	70.1923782042
205135_s_at	537.0030744617	519.5641694889	211.5207174942	229.8061928115
205136_s_at	87.2660013573	98.8454596537	57.5766303993	58.9928908762
205137_x_at	30.0339837734	23.9555060113	30.8381658881	29.6055212174
205138_s_at	66.6843180737	49.827839217	36.4291133204	44.5384443267
205139_s_at	113.6109753032	125.3187257974	85.5203276596	117.6946246558
205140_at	212.6350693995	249.5007345254	326.0935803845	318.1738418437
205141_at	69.7430547382	58.2565776126	148.5850790726	165.7120691529
205142_x_at	106.6164867772	91.8616493854	154.2727692285	183.0776270629
205143_at	53.0871791535	50.7176900356	47.0327699364	46.2452660564
205144_at	169.2906142418	161.2822690574	105.5555398774	114.9136235109
205145_s_at	240.8774807353	243.9930916335	128.3697317473	157.7755530472
205146_x_at	106.3233720617	97.8751775704	126.8191452663	120.6159787645
205147_x_at	1827.9349436442	1768.3217031756	5956.0614130092	5442.5635337892
205148_s_at	48.3880334315	62.3095547471	52.0392586908	61.3512215894
205149_s_at	44.6161044363	31.7359083041	38.7659148704	42.2287996544
205150_s_at	14.168334559	10.8434346895	12.1661517966	13.0177325079
205151_s_at	25.9569170895	23.6534835091	26.3908650175	22.0499437089
205152_at	16.4027894122	16.8688868659	15.0765905868	18.2515246909
205153_s_at	86.9709714667	89.5911855331	158.2756705168	178.1656347467
205154_at	49.7521442753	59.200662492	55.5328981931	59.451919645
205155_s_at	74.6445267818	78.6871907627	37.4353232948	37.300002466
205156_s_at	28.1379116018	22.7652694721	90.6480511915	79.5884254849
205157_s_at	35.0334469761	45.1133772239	49.8338347738	36.3008263145
205158_at	20.3347389079	25.663825415	40.4933839193	47.8029675275
205159_at	1602.2596010138	1642.9788764533	4648.4884126514	3594.5532811935
205160_at	147.4687100249	145.7376318219	68.5042918406	86.9964349001
205161_s_at	90.5541482863	81.1385362081	44.1086613317	52.157681149
205162_at	193.1214806304	214.2172383612	120.0178905116	148.5492126613
205163_at	94.4886365299	87.7131183126	83.0098208991	83.8183194348
205164_at	326.9943856813	331.2141103909	77.5313620407	101.7966777721
205165_at	296.663339748	295.1608841527	106.1427348026	115.2987134471
205166_at	37.9211656498	43.2954432254	47.6260968373	51.6437810482
205167_s_at	114.8328497195	119.6367348586	55.5549137993	64.5248943408
205168_at	20.9400105547	23.3283069606	22.5539556763	23.4000763752
205169_at	214.3631386229	222.6121930011	273.3108589827	273.4944538224
205170_at	49.304019062	62.4198988443	69.0550297533	77.8522322321
205171_at	232.8731403651	209.9919503649	683.5523125144	723.544700616
205172_x_at	218.6252189151	229.9904415958	301.8967863687	318.9803878952
205173_x_at	769.1374433061	708.2786053801	1598.7796719772	1421.4656650721
205174_s_at	139.2777487995	140.9885364519	5136.4484742837	4421.8055909829
205175_s_at	72.1412765935	78.1716362025	51.6859159392	67.2568725335
205176_s_at	2403.4083004259	2142.9867737704	923.3870465293	850.8316065557
205177_at	43.4194301044	52.6026729757	53.2519620095	48.0483357325
205178_s_at	1007.5121881612	994.9344506643	857.1584414404	802.8845969476
205179_s_at	68.9623459038	79.5213096796	162.2415098878	177.1389274326
205180_s_at	717.5864439263	678.9396876619	3926.2503474236	3439.3336660989
205181_at	466.5603731067	488.1754942327	311.003307551	334.9781186224
205182_s_at	237.8468019486	219.9488662182	200.213179078	219.73653613
205183_at	17.6920013038	17.3196011771	18.6667941429	18.0984756471
205184_at	64.511967011	32.3093154795	28.5711070347	24.8153027448
205185_at	14.4181873637	14.6157213249	14.6419363097	11.5835654484
205186_at	54.9090789121	54.5879519503	43.7118206772	40.8289217402
205187_at	44.8012733709	72.6465001652	34.9853131656	43.3019938507
205188_s_at	67.3723395333	71.8849443884	48.2836922997	57.0204445446
205189_s_at	125.1153713314	122.6684529145	92.2266535167	95.0373727497
205190_at	98.6404395482	109.9367948681	32.7896729586	35.7542774136
205191_at	82.5059284335	97.7036547156	264.7218449137	265.2618546864
205192_at	141.1340866681	172.8987318727	193.7848679858	212.6414423255
205193_at	212.9002674791	253.0021924287	119.6601647952	132.5994313066
205194_at	678.7720104993	555.5432027411	280.3766330509	293.4560323971
205195_at	148.2617072385	159.3393234922	87.2340916209	114.7744228523
205196_s_at	122.0806676321	127.1658292586	95.1392910722	96.74061757
205197_s_at	79.8759499805	98.986275475	102.2679507659	103.862895508
205198_s_at	742.89681812	754.0579910154	808.9834183985	756.2121846586
205199_at	55.0878269702	50.8708653016	51.6318363201	52.6470153283
205200_at	68.7127683467	64.1328242572	71.4573548043	84.0893871584
205201_at	49.2393410771	29.806256089	43.6547808992	44.4027023855
205202_at	2861.8704359396	2643.7638801362	2981.7061374818	2325.109130867
205203_at	177.1061236007	164.0127173081	199.7114179974	211.0980572555
205204_at	145.9458961437	123.9509777755	88.1815610097	99.4540077384
205205_at	86.0871191182	79.6320896659	124.5128901184	145.0151806764
205206_at	95.5368710456	106.0059784659	74.2288907316	72.0005960176
205207_at	38.0564460957	30.3318475957	34.9460551156	38.7583410354
205208_at	61.8353818938	59.0651870298	70.9731032936	62.1125462419
205209_at	173.8681510983	170.7584313569	247.5444355426	254.3743099194
205210_at	212.3634208271	223.2337586676	102.921020485	109.084523306
205211_s_at	90.9018576538	75.4331923314	242.7564397913	268.82963489
205212_s_at	700.6301106599	689.584363239	1351.8124360464	1199.0851160384
205213_at	810.161063251	777.8884574516	1498.9384478594	1377.6655362274
205214_at	296.2343647225	294.1784179392	1168.6520322147	1053.6457587822
205215_at	84.0097423739	99.8179429126	101.066331231	102.2052745143
205216_s_at	15.7872093461	18.0231188172	17.2289302199	13.82006179
205217_at	172.6744201128	193.668632065	74.6774744583	84.8671047437
205218_at	374.7478352785	318.277743841	313.3839627064	346.4491477237
205219_s_at	281.0333534413	306.721590688	201.4777758527	230.2576627537
205220_at	77.4178101794	89.4638669195	2577.0740107601	2474.923314191
205221_at	249.1235171186	265.1767355947	167.0598430237	212.1226193136
205222_at	256.5385619309	287.2882722149	86.0053058686	113.4553440321
205223_at	630.5061488275	643.8985199142	661.3626280652	590.4315287027
205224_at	259.6425012333	247.7158497754	235.0142116095	261.1014045617
205225_at	146.0046958392	148.8740736375	74.7832147537	81.1209309249
205226_at	42.1309046832	40.9755605133	46.7811645754	42.5784462923
205227_at	140.158804364	133.0916873015	524.3244406998	550.4623096619
205228_at	69.6201559738	74.1403932965	87.9145816757	81.0859886765
205229_s_at	297.8362590465	251.6056017474	49.324067684	50.9790194567
205230_at	27.9277131093	21.5690272804	151.4137932955	158.8691946191
205231_s_at	596.4531360148	557.4401514294	291.6672636025	296.7352068715
205232_s_at	47.4567590943	47.8028228708	96.8632865462	114.0816488155
205233_s_at	73.9995909039	66.1062257592	88.0071797314	110.3807446194
205234_at	29.2533056498	35.1066352083	74.348283783	57.4609832195
205235_s_at	433.9582709634	430.2873329966	307.5781472429	239.6716221331
205236_x_at	20.1894159597	17.6702688219	17.1012535617	16.9090883409
205237_at	133.9110833057	140.9644326312	5783.3567369281	4878.3669493483
205238_at	79.7447537771	78.8640280632	61.4790451386	88.048369621
205239_at	1027.5909153656	908.0888976908	268.5261240975	284.9172549368
205240_at	379.4739680582	376.2328985849	154.8196910221	177.79653165
205241_at	490.790869441	473.5178605292	1307.817914532	1124.7423143223
205242_at	13.2938769295	14.4939599551	10.3147400084	14.3175101487
205243_at	28.2549324261	33.252334183	27.9777343452	28.9765616021
205244_s_at	51.115954681	48.0728196327	45.8595617693	48.5248546515
205245_at	116.7936519954	107.8356427027	104.4780212524	125.0826125563
205246_at	201.4693522146	202.7011313352	187.6076932938	232.0655251871
205247_at	110.8664691586	109.344517916	85.3221848261	89.2999059044
205248_at	265.676771809	264.2549933895	516.8902632993	525.0991755238
205249_at	71.7819214068	82.5424150136	102.9276071673	92.5393717448
205250_s_at	162.5445786526	180.09782062	115.865379398	141.244476243
205251_at	1320.3797368265	1265.7514119873	1231.1145175276	1048.8969837132
205252_at	138.2762009838	139.1118303512	129.4886983134	146.2588393606
205253_at	266.4644229053	301.167388269	121.3974500031	129.0235770323
205254_x_at	95.1092956072	64.7477114574	382.955457382	410.752126244
205255_x_at	475.5382288475	531.7400107751	3112.5480915627	2766.8414576102
205256_at	205.7590097556	194.9994957892	141.5478088959	134.0098812385
205257_s_at	19.5411815244	20.7920869669	26.8019159396	29.3424753369
205258_at	42.6833766488	29.1641832494	55.3914917686	77.6622189992
205259_at	25.2875772727	33.0223827991	33.8244155199	33.2224320321
205260_s_at	2282.2062950802	2177.3779530261	885.2087714261	827.5190543222
205261_at	35.8428125179	24.8019562807	22.9896169227	28.8608487747
205262_at	304.7955264757	306.9332380582	65.0048320626	70.733300152
205263_at	246.1308365843	239.3552207701	675.7831375489	583.801203275
205264_at	322.5173219991	345.351883906	133.069487697	147.355298677
205265_s_at	68.6484044158	80.772948858	97.0512659084	96.9675668015
205266_at	120.5971999439	104.0362522141	35.3519455838	43.9600784433
205267_at	299.6062718123	296.8845337086	2938.1455162058	2518.0965305381
205268_s_at	158.9221799683	193.4269217381	86.7194475553	121.3571479645
205269_at	1055.4886340687	999.6809979667	1799.7541829323	1527.0632931357
205270_s_at	1238.7272809884	1145.0089314208	2121.394119312	1887.0669568542
205271_s_at	205.8972281432	206.7824537146	131.896966891	143.5532338659
205272_s_at	129.7986807619	149.1350199271	109.9816952919	123.8577057628
205273_s_at	2008.5123122881	1902.8169667159	1020.0322886559	978.6483181715
205274_at	29.2776944835	51.0415937254	53.5897125632	50.1709507902
205275_at	44.8598547206	55.3688023833	60.1873580094	58.9839348387
205276_s_at	65.4540885161	69.4766323441	73.7233068065	75.4090481487
205277_at	463.4611967563	422.756352996	941.3803684166	848.9944049367
205278_at	43.3902740871	42.8977260608	15.4049840416	23.7472533195
205279_s_at	60.6292541989	61.2760493978	27.311169226	26.7733390287
205280_at	66.9455750619	75.1879003793	14.1163095163	19.7852908062
205281_s_at	245.5734320687	241.5888667625	273.5549301966	297.7250226452
205282_at	257.1596907158	248.6954224907	129.9718537374	156.3959027183
205283_at	137.0741210652	133.2395027579	73.305531339	86.144449486
205284_at	211.358181664	265.1248041584	144.3961819652	145.7217210672
205285_s_at	323.6050045494	314.5864020581	2042.3322665895	1893.1055518131
205286_at	18.3057091525	19.152713394	17.3489116899	21.714239066
205287_s_at	23.2704703204	26.6561113009	31.7652260984	25.54771226
205288_at	412.4934194921	329.4001917194	764.1696253625	724.6954939859
205289_at	18.2630744962	25.0476103117	24.0871013556	26.3912269036
205290_s_at	22.6141193443	20.4830560349	25.0368204519	21.9036167397
205291_at	156.2221041956	163.7846968849	2090.636869748	2087.8625361157
205292_s_at	10761.0051266154	9715.9302882052	7736.3380337484	6657.409220918
205293_x_at	79.4374529506	70.6922795547	100.6875630571	106.0491852531
205294_at	25.4608862303	37.0048931446	41.2586400596	45.2884032561
205295_at	29.7451377758	35.3152797739	27.807100772	25.3292370706
205296_at	266.8366205049	285.7156143029	179.9824733498	207.0478074457
205297_s_at	296.9293957934	324.3233634925	871.5882747588	881.2486674626
205298_s_at	188.6983327253	219.2785371727	333.8936483983	350.3118331791
205299_s_at	58.8898216012	76.9015912051	89.9616254228	93.4747962332
205300_s_at	1373.17124493	1296.9790882027	1535.6090823458	1424.4502143256
205301_s_at	489.9160937652	462.0835553707	401.69486901	397.6080703758
205302_at	16.0429228036	15.052725754	16.2525765926	14.8206470065
205303_at	15.4142379202	15.8418830558	18.8268172393	16.536895951
205304_s_at	15.5656036528	13.7801160735	20.147874336	14.5854990503
205305_at	19.5961897929	24.8847904993	26.1819501482	22.5671125534
205306_x_at	49.9280851302	39.5244253771	229.4728750733	224.7919199773
205307_s_at	44.6181366201	79.7228238087	225.2946172208	246.5225633942
205308_at	207.9432331517	208.9261750602	193.9919114646	235.1045786175
205309_at	90.637228477	81.6796391863	31.6556224354	46.5573974288
205310_at	235.3163102834	244.0526007886	246.2720570095	258.1690372234
205311_at	22.319947268	22.3962619906	19.4901585068	18.5639513079
205312_at	345.2654677375	345.5887148074	2355.5931044989	2118.8001475111
205313_at	24.3956531126	21.7847591992	19.259842859	25.9012865638
205314_x_at	57.8842705155	55.7337711952	50.0199578996	66.2182684576
205315_s_at	71.3089960475	76.1976915374	191.4839490135	222.265722655
205316_at	463.6347196115	473.1456249739	273.8498931558	262.3626134028
205317_s_at	317.3641045243	356.9356006127	229.887562561	273.6212112277
205318_at	17.9828321339	14.9278302265	13.5195287055	14.7097885406
205319_at	19.4046112552	18.6305105269	17.7477363338	20.357806252
205320_at	81.9764980265	80.2641115333	84.3350338972	71.9563052671
205321_at	299.9628244214	317.8748703093	244.2932702459	290.7664575064
205322_s_at	178.3908530688	179.4728752496	387.6073984962	375.0610293973
205323_s_at	199.2107111978	191.6396307436	413.3577591993	391.8523314468
205324_s_at	1241.6903280482	1175.9196823891	911.373674391	867.6433312071
205325_at	39.9489621591	41.3024554928	42.297215874	47.0738867804
205326_at	27.5974616005	27.1574791611	26.3324107852	20.2809921074
205327_s_at	125.1115749192	136.4775281073	101.0825677236	104.9517402446
205328_at	211.8415956274	290.9292417444	48.0683182292	47.5682062439
205329_s_at	551.5013398359	518.4069797498	647.1904406088	707.2213686305
205330_at	503.9517065746	514.5059471462	59.2024959858	61.6374454333
205331_s_at	69.0227083883	73.9669334777	67.0178944351	60.3423433319
205332_at	119.7299389364	116.1129768685	112.1582438577	123.2313214179
205333_s_at	179.2312829422	223.0027551254	198.760426692	181.8267541834
205334_at	101.5422136042	98.623203386	85.6366426946	76.9195233065
205335_s_at	1796.6805078946	1771.5694281567	1963.447660278	1784.1713172753
205336_at	83.5273269622	83.1318795923	62.5116348557	54.9262003311
205337_at	19.5637276556	12.8343209779	15.6254415811	15.6838773438
205338_s_at	22.9018930563	20.3845647271	20.912462545	19.1801092969
205339_at	619.6410426049	582.6885133794	169.8645024728	199.1697756471
205340_at	397.4863609155	403.0053395045	326.313272672	374.3373024547
205341_at	57.1896990201	61.8267580458	60.0459478405	58.9096474881
205342_s_at	16.6421450947	12.130822158	11.8471111112	12.9865648773
205343_at	15.1311239558	13.0731083674	11.7408060468	12.528675879
205344_at	31.5009637064	35.1221067656	32.4332351571	28.1238623976
205345_at	204.8443759694	217.942619805	211.621104694	218.3687558329
205346_at	61.8185330397	72.1111213623	84.2952372392	87.4854826855
205347_s_at	65.7333093487	93.3476201383	23.4239831776	32.6163609625
205348_s_at	34.8367194538	25.6856924983	20.2264158343	21.9712487044
205349_at	1890.3278946052	1735.6586950992	331.9959296398	373.5704421924
205350_at	96.9517382554	68.1033952609	51.3846539662	32.3768644301
205351_at	145.2831261529	162.3087745301	149.9334301376	182.9213128903
205352_at	877.3689199602	821.3128936696	365.3940695657	373.6531295576
205353_s_at	3537.1414716998	3187.9253282595	956.5424536583	977.5061424608
205354_at	182.3019908204	225.0303703559	77.7885424645	76.8968025409
205355_at	71.4100271269	74.6514975013	53.7597939329	70.9523623359
205356_at	144.6564254079	163.7978953647	75.3480452712	71.0549656761
205357_s_at	158.3055740581	167.8320418467	74.1775337362	77.099790055
205358_at	16.5955961744	15.9542128261	14.5627965708	17.1949121995
205359_at	23.284787127	16.5416259178	19.3005403702	17.5808665399
205360_at	51.7385207398	48.1277193509	59.084347274	56.8934802456
205361_s_at	589.6417082786	590.5367411552	277.8521317629	338.2130822034
205362_s_at	229.9986430049	224.8115966114	156.3707089199	138.3465485037
205363_at	18.3521107683	18.9865365081	17.6611276968	16.067953317
205364_at	70.0224482153	82.2988503632	63.8364430446	60.6364527599
205365_at	23.9198908876	35.8888450978	34.9296878308	32.9374202827
205366_s_at	74.8829334948	48.311661827	52.0232703069	33.8306360276
205367_at	39.7081393877	41.6059858556	65.7450710027	67.4132094819
205368_at	33.4743999821	35.5666282731	37.9211235038	45.2251419789
205369_x_at	46.7900459039	34.5553234367	36.7546319239	36.1855336582
205370_x_at	507.9997192133	505.8800618058	609.2176568247	578.89421834
205371_s_at	18.6676642804	17.3193954856	13.2572637354	19.7355877117
205372_at	330.5235094285	356.5163467165	212.8462865855	233.3509117592
205373_at	24.746454006	28.1865529828	19.3226908627	20.4382650086
205374_at	32.6928141571	34.1906996363	35.0016969713	40.1221564201
205375_at	62.4032698771	64.9839448701	74.9613383883	62.43500937
205376_at	377.6719508861	372.0677647446	129.9643922883	162.8887160456
205377_s_at	45.9977508636	47.5960371649	50.3563453679	51.8523646595
205378_s_at	53.9019208399	57.2052084766	72.5283598177	60.3837299831
205379_at	98.7097531052	93.2098160652	104.8149329035	119.7669728861
205380_at	73.2790559578	89.7094180551	101.4126858261	104.4249754568
205381_at	66.3147213551	56.4429030149	46.0940892528	47.3532102564
205382_s_at	158.6373531019	172.912136517	623.1282380469	667.0937267635
205383_s_at	223.3686850393	242.3138525639	175.4625194176	171.103608655
205384_at	53.9195317194	63.1500550186	64.5238849423	59.7882934089
205385_at	31.2855499879	32.8045022439	30.3226705321	36.1290661633
205386_s_at	15.7496794763	16.8900848699	14.0238730741	19.2900844121
205387_s_at	79.2557041638	65.1712536734	63.845554357	68.2268150454
205388_at	67.5164207642	83.2838519157	70.8769565242	68.3748298988
205389_s_at	501.660781326	504.5082777669	370.2742308232	361.8256094408
205390_s_at	195.2896013967	226.5454063148	146.1421815444	138.5282832644
205391_x_at	454.2685444114	451.4247336401	328.5377600773	369.3570108514
205392_s_at	43.2900299145	37.3536408407	28.3661013124	35.0712601711
205393_s_at	228.3107245989	249.4446655284	65.369601483	53.9604295625
205394_at	174.4780834984	223.6885816865	54.3672214844	50.9151105212
205395_s_at	337.2237095256	311.5980822926	222.9976573976	225.0649945894
205396_at	27.0208134127	26.8692901794	26.4230903974	28.2617758037
205397_x_at	86.745691961	80.8245716295	68.114355353	80.8000345673
205398_s_at	255.8521261695	269.1574007606	168.5558628027	181.1306093858
205399_at	11.5728458173	12.1292796875	11.3045284212	12.419948008
205400_at	515.5863872167	511.405719945	1946.9533837592	1838.9642943858
205401_at	199.8653472202	198.6590553348	160.0295688894	166.7516887155
205402_x_at	519.3182726871	468.2119994974	86.4903574144	75.0578388744
205403_at	83.5499086909	74.1334808501	3271.231434013	2639.858572334
205404_at	27.3672897978	28.745355923	22.8636097864	31.8395504224
205405_at	24.0698202893	26.7024292024	27.7974575959	25.8938716176
205406_s_at	94.4535572935	106.5028970721	60.0591706919	59.7429515408
205407_at	165.0903041873	174.5382172341	149.5927820618	165.2238788834
205408_at	94.9218543234	118.4218707135	73.7913714195	85.3823176483
205409_at	110.9917375461	119.498275895	146.5120884494	166.1682428209
205410_s_at	47.1723019995	55.1537311516	52.986148115	69.2955787237
205411_at	62.9170388113	70.1891538153	138.9106047566	132.7564205501
205412_at	838.6094905891	842.026078939	292.4485370217	303.8911904602
205413_at	306.0751640397	302.5055831218	47.4583413507	57.6841079768
205414_s_at	74.6272392298	71.2341512737	59.8534628385	60.1417588865
205415_s_at	430.2717499306	435.8717018475	394.8444256063	431.0761730465
205416_s_at	370.1544826537	380.5415415674	408.1010867458	403.8951983436
205417_s_at	826.4809687513	828.452750689	398.5402857042	403.5094679224
205418_at	507.494999628	504.2200284097	690.2424264753	683.8618347005
205419_at	650.9668006669	716.3026134701	696.7994193424	656.230566749
205420_at	158.9768789456	174.1326148662	84.7668078433	95.9901235637
205421_at	14.0708235522	9.5168806251	9.7690110916	10.22344026
205422_s_at	21.5185614777	15.1543515289	17.7431485759	13.5235527645
205423_at	594.831827446	583.0091790698	412.3887657511	422.7613594091
205424_at	150.0581113231	139.9193659198	176.114106803	185.4757879935
205425_at	60.1929618179	63.6711705457	160.2034856123	170.295266572
205426_s_at	71.737188282	83.822182545	222.7449427171	229.3952997859
205427_at	308.2755408577	288.3420887604	404.7874151571	424.2070780698
205428_s_at	31.5665042355	28.8569185756	30.875647438	36.9868241456
205429_s_at	83.9007565124	82.1300739248	28.7256190203	39.934424322
205430_at	11.9649027304	14.0270484252	13.0689725864	12.0814384406
205431_s_at	16.6604272682	15.507844594	17.6056942017	16.0249745616
205432_at	122.6595795434	118.803756935	82.3676903882	105.0454673784
205433_at	13.938263207	18.9943388359	13.1971925702	12.9212361607
205434_s_at	66.0124226488	83.7432630396	132.5337019775	133.9920167211
205435_s_at	29.0071931864	25.6280325943	47.2036048662	42.1129264528
205436_s_at	486.4268464207	453.673477067	278.6410784085	297.7720235285
205437_at	282.0189422133	306.0218585105	381.040805227	418.3349113755
205438_at	34.5101506903	35.0563004994	37.937827621	36.7683996533
205439_at	41.64130636	42.5452637979	36.0419228094	32.376347396
205440_s_at	17.2178315636	14.748913056	13.6279336	15.4005048128
205441_at	181.5843706844	181.3206658287	301.9098490669	307.2261921656
205442_at	357.2798216335	376.2585491145	292.8165111017	306.9641212401
205443_at	217.2004074657	220.2198235765	138.7470259793	153.5518100344
205444_at	45.3268198724	33.0637814195	37.2939268895	33.7824662578
205445_at	16.3853911246	21.3292462086	82.4522951712	91.3683329045
205446_s_at	100.393881358	123.2173478409	103.7547145402	109.1747789464
205447_s_at	147.2502806608	159.6273804856	132.1046295458	132.7450669556
205448_s_at	414.2561602408	392.374470079	391.3097082662	419.0255021492
205449_at	498.5751110963	519.3546071274	276.6779854376	283.0848584969
205450_at	100.7918849267	139.2843557619	33.1079238763	36.0310743633
205451_at	622.972233044	660.4668763825	1299.8135038656	1231.3693460768
205452_at	1203.8622468187	1236.6079138744	1640.1187629255	1367.7997905826
205453_at	221.2038388655	226.2441718317	126.3317168706	135.4345499566
205454_at	34.7018593869	40.004132426	43.4615500741	41.4585623952
205455_at	36.7229108639	43.9816990661	41.8757640064	38.2007460356
205456_at	105.0325850777	122.6439442907	921.0090999608	838.3477149483
205457_at	164.0531943639	151.1252077366	122.4701179227	151.2140995885
205458_at	101.9299629934	99.7784071336	98.6007251296	103.9556149575
205459_s_at	38.823239708	34.4620825849	50.9050760019	43.8363649999
205460_at	40.5935085198	48.0800805812	45.5834679596	47.6923214637
205461_at	46.1867617306	51.0219546755	59.6618518653	58.9316126315
205462_s_at	210.3881245524	219.2751164024	308.3391817372	317.2626805281
205463_s_at	1061.9916853723	1011.4899862012	633.4520055676	609.2819579974
205464_at	31.1553666432	33.0105127005	38.1971402861	36.786669074
205465_x_at	98.3088646299	110.6258738228	114.013843294	115.0290564396
205466_s_at	56.2279249589	48.15547099	70.2311425749	80.6059699738
205467_at	684.461439528	711.0030132098	900.0111561141	904.1535379891
205468_s_at	44.3038277273	46.7732637385	42.0082107165	36.3418721826
205469_s_at	340.2225746571	343.3300672548	331.0244056525	347.7243238057
205470_s_at	40.2217087532	33.7122799058	40.2640904638	38.2819902937
205471_s_at	178.0073119097	190.1650368684	143.1225408586	159.5305740995
205472_s_at	50.2117194584	56.667965999	42.3008702782	44.588721571
205473_at	21.0101109133	29.5380295366	25.822319941	24.0116967263
205474_at	1122.8100355543	1043.3994410072	2561.5918235266	2220.4583881327
205475_at	20.133323405	35.6601140732	53.8967756109	47.08555465
205476_at	22.600876461	23.5288483627	28.6356079651	29.317373088
205477_s_at	53.3328802316	41.3245921776	62.0500437594	57.3297987013
205478_at	29.5944873434	28.807387397	28.9897203956	28.7791892408
205479_s_at	97.7964817955	108.5631318129	77.4857700759	77.332198375
205480_s_at	1645.0435071606	1599.539593562	1787.5653872473	1708.0644990524
205481_at	34.7882805748	41.0815695901	38.8052720489	33.9647693032
205482_x_at	1609.0387288967	1522.1727970433	1765.2855318522	1494.7703207293
205483_s_at	491.8091048219	463.8048559186	581.5138986216	599.6226829638
205484_at	119.5377563871	122.8516304913	357.1414150813	339.2540517545
205485_at	92.2097314825	65.6816706107	58.5137846179	65.9105779987
205486_at	163.5926979167	161.372250729	189.4927745001	206.9088973112
205487_s_at	50.455473888	46.5318441456	58.947630948	51.1938755059
205488_at	249.3258589903	252.7592254483	4896.4742111743	4065.9664999145
205489_at	464.8355247982	407.4058061816	161.454921826	163.8414439518
205490_x_at	27.5437642617	31.3197446024	30.3356172353	27.7088860746
205491_s_at	17.3453996497	18.2721826159	15.2694688178	16.7068520645
205492_s_at	31.2275534141	34.0078770445	37.6912047483	33.7521524114
205493_s_at	42.0538563673	34.6531269494	39.1504516229	29.8629522068
205494_at	64.9096158738	54.2858670195	66.6688150604	69.5932667693
205495_s_at	481.5647373814	440.7281754681	7820.1774783387	7224.7687504466
205496_at	13.8309096219	13.5011118865	13.312767506	11.9946858008
205497_at	250.9238410199	240.221312308	159.1296112295	163.7046383434
205498_at	12.6756636435	12.9177689825	11.3513347142	12.7838454188
205499_at	48.0040190688	40.8516582209	51.2302474956	38.4277689756
205500_at	198.3262049077	216.7751508254	107.4605620258	112.5763835396
205501_at	51.3278503737	38.9583286691	11.8798280192	17.0867920477
205502_at	23.4984751393	26.9725061397	22.5255819513	26.3930478142
205503_at	19.0633258649	21.2909933903	22.2725536497	24.6658195427
205504_at	2047.7582417833	1930.959432582	1894.2602336853	1638.545730982
205505_at	353.4464793891	359.1282914696	256.9027485785	281.6366792121
205506_at	56.0069219287	43.6616583238	43.4883461258	48.2944499026
205507_at	41.2131175617	37.4106903714	40.3626326692	34.8158851924
205508_at	109.2595433971	116.8216215942	109.532598043	120.9437714969
205509_at	58.09788242	77.159540782	32.1679741971	26.1727121539
205510_s_at	353.11988976	341.7762536049	294.9060609035	305.2153813169
205511_at	96.5073243871	99.2384185063	70.7836467721	80.5903313535
205512_s_at	808.4394100644	850.8440745892	463.6468890378	500.4536765864
205513_at	60.4109435117	70.6631299059	1305.5322347871	1208.3452949997
205514_at	265.9222271753	281.6527573932	134.6705088085	183.3853714698
205515_at	13.9840315839	14.013218706	12.1501206827	13.3255065506
205516_x_at	2646.4055308705	2492.2076549686	1302.0892237974	1198.9622267904
205517_at	30.4364299424	32.7342118791	36.9075907581	32.7781729445
205518_s_at	737.8075022547	708.5205042258	294.618570473	330.2717077695
205519_at	110.5119333595	120.302267906	54.5129011438	71.0483910525
205520_at	38.1854312826	35.7329530906	42.5749961067	50.5576687669
205521_at	192.5060444708	233.9338161766	128.4724510865	136.8060356766
205522_at	20.444291645	15.4531379863	14.2031813203	19.2035383979
205523_at	14.9208998651	15.8807586594	11.7538039355	17.6318055018
205524_s_at	30.9537175297	25.6588236448	26.191152345	24.7210287415
205525_at	17.6340449983	12.858286853	11.757630773	14.9476041755
205526_s_at	297.0747318939	283.0957513147	289.4718390769	310.00701109
205527_s_at	850.3663878969	755.0388604513	345.6476309971	340.8126239961
205528_s_at	30.2052941932	23.1203225576	14.0908033275	20.5725946871
205529_s_at	14.0958557729	16.1144265636	11.330979704	15.5650523724
205530_at	437.7446525211	407.6464694066	319.8959443076	311.4735299739
205531_s_at	29.5285369295	21.393551894	21.2052421968	24.1621744139
205532_s_at	10.9718102421	10.1455895288	10.4787105662	10.570243394
205533_s_at	15.0107086273	10.6190498501	9.2872906934	11.4437930145
205534_at	22.7045902341	22.6431446643	24.2886733162	25.1027181045
205535_s_at	18.9166063359	18.7771292654	16.123977052	18.4396464848
205536_at	52.5036488341	59.4062513984	59.1291616189	67.4837561164
205537_s_at	47.8720807551	47.0580714274	59.2941951319	40.1255767913
205538_at	95.6013947104	78.5441736192	129.9726890055	123.846604889
205539_at	81.7363895519	88.7563118624	201.3541966061	246.5196643593
205540_s_at	105.154357381	114.8579791699	75.4183737928	83.7584860878
205541_s_at	266.5718856245	287.2635723172	213.5783524836	230.7314788963
205542_at	49.3690402709	26.8928303111	25.7361506965	30.1481190768
205543_at	20.2386731626	19.4084382549	16.8632565804	21.4358877221
