	GSM819140	GSM819141	GSM819142	GSM819152	GSM819153	GSM819154
10382692	2.433910067	2.332675505	2.448590373	4.540757418	2.632067231	2.943123372
10382698	3.137260611	2.910784622	3.544742992	2.900292948	3.364294975	3.22952007
10382701	5.614189657	5.381022587	4.663002074	4.027055375	2.839455283	4.76319127
10382713	3.148793811	3.247972684	3.57598373	3.144015495	3.233968696	3.240675622
10382756	3.412967681	3.664959787	3.712783766	3.278566976	3.221751523	3.662699634
10382774	5.588395992	4.577901667	4.591515713	5.118260568	4.612945851	4.065365765
10382779	3.180780567	3.324733354	3.200550483	3.190981787	2.844584565	2.845556833
10382788	2.615868422	2.456171692	2.606918195	2.64111368	2.674341818	2.796265745
10382795	9.668548014	9.409400914	9.31120158	9.737064016	9.464334459	10.37620243
10382797	4.86731234	4.418673649	4.875692595	4.580375955	4.748128534	4.552723027
10382802	3.995933097	3.035305012	2.90824215	2.711488179	2.769705723	2.83826497
10382816	2.422198827	2.201206434	2.71206267	2.529423114	2.425105935	2.140980513
10382830	6.363808818	6.820461085	6.063691753	8.810999011	8.919117132	8.646042489
10382838	3.201739794	4.725214108	4.421835257	6.877977614	5.951896974	6.178651078
10382846	2.616059748	3.184431275	3.024870063	2.814511685	2.660699423	3.124207307
10382848	5.846509578	6.033544482	6.014639332	6.139306213	5.990950426	6.389111028
10382852	2.613085185	4.508627398	3.357075374	3.234133178	2.41449512	2.802652779
10382866	3.014788022	3.092818175	3.328236776	2.956769963	3.034674306	3.137484856
10382888	2.355614918	2.379156471	2.625155433	2.691847148	2.458118959	2.589647489
10382890	6.278770713	7.224397416	7.046796052	5.384953827	5.837064253	5.049504846
10382912	2.285217886	2.255531585	2.250169264	2.161728838	2.285217886	2.463276661
10382927	2.87487513	2.731057243	2.786049724	2.798292253	3.04727658	2.718381846
10382932	2.967265378	2.986019396	2.923556112	2.791449967	2.860862192	3.341114605
10382935	2.486197366	2.517592836	2.507322918	2.631207201	2.384775491	2.563414577
10382956	2.237115494	2.215424868	2.480696844	2.244148151	2.105778612	2.625069415
10382973	2.048380836	2.309051771	2.506829754	2.516752592	2.611835681	2.548228245
10382980	3.122884432	3.273614571	3.276311601	3.818208042	3.427274663	3.264860841
10382985	2.342500056	2.098081343	2.2279852	2.893978681	2.315672609	2.783541967
10382998	2.442194568	2.473034331	2.405294525	2.536212294	2.407405709	2.492514843
10383005	3.015612238	3.081478407	3.656618157	2.786638159	2.873033808	3.244965559
10383010	2.859702853	3.007440529	2.966121639	3.128306502	3.387539407	3.220887915
10383012	4.223821783	3.558477284	4.289134266	4.80147545	4.934706816	3.276311601
10383023	2.559917435	2.579561602	2.746305506	2.461462194	2.705189761	3.076174779
10383025	2.76731686	2.742237641	2.675696407	2.556191614	2.652156285	2.471458839
10383032	2.746440984	2.889374837	2.821837746	3.010309287	2.903198179	3.10794094
10383047	2.443535838	2.571457295	2.371419564	2.44590518	2.55909022	2.660108735
10383055	4.726074113	4.532338914	4.485418597	4.475062892	4.160896667	4.662621847
10383061	2.492080086	2.418464177	2.477755577	2.133672406	2.187721631	2.390716265
10383088	3.777167109	3.608662076	3.762342457	3.121180235	3.39921328	2.68589302
10383109	3.143982659	3.332970896	3.51532051	3.290433116	3.137239659	3.348328957
10383133	3.536081361	2.614895513	2.558576887	2.52117033	2.753636312	2.929707565
10383152	2.735835491	2.310132346	2.781198062	2.46196017	2.503128479	2.704518205
10383214	2.417716975	2.149420511	2.285711218	2.205813417	2.140683767	2.232025868
10383235	3.075279476	3.223133323	3.223133323	3.223133323	3.923615024	3.463208893
10383245	2.395490169	2.461069185	2.640809273	2.955332461	2.788898516	2.301321245
10383282	4.838006895	5.354792609	4.572337893	4.32417117	4.544496079	4.75016129
10383289	2.453673318	2.352494198	2.60559369	3.008820153	2.711334449	3.243885896
10383311	2.576470125	2.789712336	2.823165276	2.43034802	2.38368073	2.754590217
10383313	3.260613666	3.527886123	3.416838467	3.185118563	3.131190262	3.354159994
10383342	6.19071472	6.262586504	5.814077531	6.65479418	6.221291943	5.725984955
10383345	5.761575685	5.921349382	4.684743487	7.374683814	6.035562926	8.028236994
10383351	2.466901311	3.251308272	3.208894053	2.898251107	2.408732033	2.594969487
10383353	3.240437733	2.719024282	2.711905318	3.168723288	3.12399551	3.179792821
10383360	3.650453266	3.631594277	3.455939495	3.475195103	3.193979975	3.554916267
10383365	2.873525824	3.044487104	2.942080668	2.772138597	3.008457581	3.125131588
10383389	6.481876475	6.552749601	6.881213798	6.565046737	6.478752511	6.079522252
10383395	3.825915265	3.833701713	3.810225389	4.810865426	4.036129044	3.886548127
10383409	2.406882452	2.343095004	2.821411407	2.262643365	2.45252332	2.300415614
10383423	5.706588166	5.671804548	5.441764884	4.655075403	5.034868711	4.700493088
10383429	3.398283099	3.245434951	3.115993226	3.934040507	2.900717428	3.630259131
10383434	2.923769077	2.596081392	2.752241886	2.8685135	2.861448896	2.861448896
10383436	5.125139176	4.646508865	5.012959929	4.305886934	4.250920094	4.227924728
10383453	3.074612531	3.036270369	3.744425867	2.9761113	3.042855048	4.071585
10383472	3.13422348	3.459381847	3.559735216	2.579063756	2.738564622	2.230485878
10383479	5.212251673	5.431560937	5.107443493	5.392137802	5.481239724	5.262878549
10383485	9.364633478	8.995174945	8.953732943	8.843052464	8.51174248	7.953591687
10383502	3.887602234	3.659553071	3.739997805	3.677914904	3.677914904	3.747549318
10383511	2.648908416	2.374982715	2.455513922	2.54237351	2.457459997	3.131982649
10383514	2.326116202	2.270595832	2.594152056	2.488454779	2.314971645	2.347198416
10383518	4.866265469	5.513039888	4.62225131	5.727517043	5.130419146	4.116118905
10383532	4.09674136	4.560616546	4.12434094	4.90157336	4.186142813	4.05787013
10383545	3.29947465	3.19943996	3.520030823	2.959493846	3.248385369	3.129451564
10383556	2.088060945	2.002178917	1.901217465	2.083312254	2.156920528	2.215952664
10383564	5.95099722	5.605073662	5.765770066	5.889529721	5.298471126	4.818652796
10383575	4.556301008	3.933102086	4.005714055	3.340342926	3.022184132	3.594793442
10383615	3.418678508	3.416205711	4.03799056	3.843932265	3.698630407	3.473461335
10383625	2.698162543	2.320419421	2.052564516	2.16306343	2.005363618	2.463248298
10383632	5.931653722	5.483481437	5.419152724	6.231781815	5.766554292	5.971061176
10383671	7.349885273	7.377333337	7.172233793	7.085937453	6.748919851	6.099489358
10383681	2.975303052	2.480434829	2.43891169	2.90539842	2.477088076	2.497319849
10383684	5.685121477	6.812714739	6.094357892	4.980360952	5.122062705	4.188205343
10383708	3.441138933	3.51922257	3.069331503	4.050716447	3.716277997	3.097872135
10383717	3.312274254	4.66375488	3.911688993	2.881385379	2.713179144	2.908075892
10383731	2.800479214	3.055677339	2.813948667	2.892573128	2.804847054	2.988674164
10383756	2.839282091	2.775656266	2.921903973	2.854997564	3.270090879	4.212214163
10383758	5.889255869	6.13209882	5.788500906	5.884686927	5.559076766	5.64667125
10383763	3.685774755	3.66928446	3.883881873	3.72147964	3.287868684	3.439975482
10383767	3.806378704	4.175745367	4.21579995	5.11473845	4.887781122	5.077654431
10383785	1.84173207	2.081006726	1.807775401	1.852651257	2.338016867	1.971209755
10383791	2.943415432	2.845704602	2.619196644	2.726997858	3.597984942	3.152176252
10383799	3.344892582	3.284327899	3.141941008	3.837329953	3.409756078	3.869981864
10383810	2.455674019	2.585069665	2.725819499	2.606146222	2.636865159	3.016351159
10383813	6.651704944	6.970420339	6.871582815	6.061275958	6.023236696	5.858028147
10383819	2.508139547	2.322956414	2.480451884	2.276558237	2.497846632	2.67316828
10383833	2.575337779	2.717544414	2.661422773	2.421701448	2.754029316	2.787910428
10383853	2.243089679	2.358042721	2.385434767	2.255596111	2.285246249	2.542258023
10383867	4.323795202	3.865676637	3.730939393	4.157593609	3.9715582	3.852751304
10383883	2.281940893	2.723879443	2.959129572	3.118241388	3.963940048	3.134802001
10383887	5.219108432	5.424867993	5.282481102	5.327016188	5.368812902	4.81974647
10383891	2.101599804	2.160585589	2.182076225	2.290274689	1.993549114	2.211897052
10383897	2.126670173	2.497837626	2.31602711	2.31602711	2.482954373	2.523606043
10383920	4.509706404	4.120126847	3.779085331	3.243688163	2.90812137	3.381486879
10383930	4.847084894	5.029542467	4.814180521	6.019335891	5.690524563	6.1507351
10383932	3.055254211	3.14527008	3.035513219	2.675870239	2.842822177	2.911132704
10383943	7.909486317	7.905536215	7.725288919	8.33721013	7.98410812	7.475776606
10383953	3.96336994	3.840400368	3.848253423	4.224296371	3.913942694	3.941096963
10383970	2.699855721	2.572677377	2.720525743	2.655701884	2.538328816	2.718381846
10383982	2.189257588	2.445492281	2.120265813	2.120170019	2.184289487	2.399081106
10383993	4.018149682	4.078462488	3.771547823	3.863997721	3.43208608	4.641939383
10383999	6.335330206	6.963950826	6.440422585	6.790128274	6.639552895	6.186250298
10384004	4.110809203	3.413284907	3.464727047	3.967382355	3.494405673	3.41648612
10384015	2.895294773	2.632355539	2.762858242	4.548208765	2.647124961	2.84156445
10384020	2.477775705	2.332890708	2.64427506	2.346903931	2.334843617	2.477775705
10384032	5.927058828	5.447378158	5.506845911	5.467689435	5.040748191	3.934139141
10384044	2.365389838	2.26584748	2.324651069	2.254463521	2.426693469	2.305293972
10384051	3.032424693	2.886390123	2.85923819	3.675000481	2.720085979	3.023462073
10384064	2.747613847	2.841945234	2.64442527	2.965271593	2.683325599	2.805332717
10384092	3.653380701	3.684921392	3.920763943	4.626918148	3.322752519	3.447603781
10384100	8.307917273	7.982485311	8.360122555	8.279232154	8.456545006	8.957863157
10384102	3.239958952	3.204538564	3.4166633	2.845996903	3.091553064	3.420783741
10384123	5.107559289	5.689972716	5.609856416	4.928685165	4.581070126	3.300579621
10384138	6.044872831	6.078768193	5.568816122	6.809664402	5.645991231	5.623186803
10384145	8.884178156	8.161105642	8.855175115	9.3435419	9.278380096	8.462049165
10384150	8.537714275	8.540345492	8.573608355	8.769590656	8.465431726	8.05624159
10384154	2.69027677	2.81899453	3.20243214	3.080104723	2.838130617	2.987058275
10384183	6.41305163	5.599609199	6.037460594	4.801917525	3.859273208	4.051366375
10384192	4.97022232	4.750937793	4.752845381	4.666483152	5.116875439	4.425410783
10384212	2.683924298	2.810623143	2.967547249	2.753629129	2.882942671	3.137656479
10384219	2.571958222	2.371199178	2.192920799	2.432482251	2.163968009	2.191386508
10384221	3.441383677	3.556554507	3.609015288	3.927815694	3.9993737	3.945792948
10384223	2.534259071	2.44259411	2.890839732	2.667429429	2.270538716	2.364856745
10384233	2.779761364	2.809259569	2.906257092	3.219963756	2.834825929	2.990912081
10384266	2.236637855	2.30238235	2.437606228	2.443394529	2.443394529	2.667272385
10384322	2.875384149	2.733977922	3.032028615	2.71455455	2.827475101	2.346778027
10384335	1.990694245	1.854799423	1.879675626	2.093071698	1.969535947	1.902224425
10384349	7.427043382	7.25954472	7.215822774	6.936907704	6.74617732	5.73614574
10384352	2.71371808	2.463624373	2.39182041	2.966976267	2.519570846	2.295889337
10384370	3.154090011	2.873882593	3.187302053	2.993260049	2.944671224	3.221783235
10384373	3.615108403	3.010412296	3.009449753	2.202939851	2.929086515	2.652245459
10384378	2.750215954	2.703967023	2.779001249	2.417537419	2.133512764	1.860899009
10384398	2.484919873	2.544136222	2.479800806	2.330765762	2.481929339	2.402297156
10384423	2.776790572	2.962042872	2.849504579	2.965330435	2.656296085	2.908503577
10384448	9.718283831	9.989983484	10.00066909	8.756244442	8.30666729	8.745292303
10384452	7.10693906	6.82878082	7.28788891	6.435655497	6.918829278	7.025467321
10384454	1.74861753	1.664656696	1.46791601	1.605869938	1.941850446	1.715344798
10384458	2.619281775	2.31243459	2.520042903	2.873392347	2.457459997	2.984536839
10384474	5.947901107	5.793792951	5.698325796	6.643926262	6.513982677	5.095578453
10384486	3.021105939	3.32918037	3.699726691	2.721670572	3.228202857	2.677305513
10384504	4.410888287	4.764390838	4.657730414	5.061603458	4.582129811	4.25073221
10384522	6.149864422	4.791131844	5.092840152	6.942836527	4.393660481	4.640680669
10384529	4.570620514	4.598677856	5.070172433	4.987018076	4.701150583	4.540217341
10384539	2.842386544	3.082553935	2.825312761	2.394084772	2.319021007	2.229128055
10384555	5.066152921	6.073126098	4.620678362	4.440506144	4.255947408	4.455587536
10384572	6.356697413	6.418739044	6.260059128	8.185654336	7.79941197	7.529582372
10384579	7.737858588	7.502432084	7.535887776	6.464387072	6.156218943	5.883100534
10384595	2.297580314	2.351204806	2.429810308	2.285246249	2.303943102	2.31928101
10384603	9.951915222	9.901222706	9.870799521	10.22008766	9.999263212	9.356911512
10384615	2.333788604	2.219771816	2.405755202	2.429437836	2.237603753	2.222900708
10384622	2.344237891	2.373130533	2.64948258	2.25664184	2.572173026	2.47321045
10384652	2.85550217	3.170290148	2.98129923	2.915829609	2.83948645	2.852814134
10384654	3.031926615	3.042184248	3.083121733	2.814875238	4.033284491	3.144644752
10384656	2.997013605	2.93131365	3.141941008	2.644823237	2.39594125	2.53098857
10384662	3.954734551	4.143549882	3.90305685	5.259336072	4.941176127	4.794714499
10384672	4.248397212	4.424760243	4.094876975	4.398024501	3.926777569	2.884000446
10384685	1.939419591	2.501220887	2.087990211	1.964606527	2.219054787	2.627238377
10384691	2.248502553	2.087805213	2.77196812	2.270492086	1.899199552	2.077256013
10384715	3.900369154	3.24267631	3.870500255	3.768619321	3.826365931	3.768619321
10384717	6.97176495	6.671678815	6.880653166	6.819999889	7.268128393	5.69919166
10384725	2.369897137	2.372405444	2.543650851	2.194455739	2.683910509	2.99316169
10384737	1.997788392	1.776426878	2.146229778	2.037875896	2.380652571	2.177861415
10384762	3.207723276	2.949364945	3.156016354	2.979604153	2.830210371	3.160063023
10384768	2.056168993	2.121683232	2.078314062	2.015074279	1.904146178	2.274412393
10384770	2.245959562	1.983337591	1.986331902	1.753313048	1.983337591	3.169622131
10384780	6.598631139	6.431832633	6.064098487	7.96129239	6.6078474	5.550371248
10384782	2.14486432	2.025041776	2.069455633	1.943008601	1.869613507	2.119567166
10384795	2.081622265	1.919957567	1.877323421	1.865095919	1.947030044	1.925901361
10384797	3.24471591	3.367539038	3.056667197	3.075814788	3.615981354	2.892541655
10384808	2.585081565	2.889954274	2.691133534	3.260213795	2.609483298	2.464884612
10384811	6.691652068	7.020028534	6.364414239	7.551495555	7.495844772	6.987364618
10384824	5.760360955	6.762979248	5.456675826	6.633680504	6.704574906	6.4235114
10384829	8.735389953	8.645177389	8.700775296	8.621519344	8.591955819	8.736964509
10384838	3.400838469	3.245584769	3.127879511	2.605066025	2.777299641	2.994094242
10384885	2.756917793	2.8553747	2.998698618	3.11538323	2.954244075	2.668636758
10384930	2.072136949	2.011575193	2.513461104	2.547160211	2.255252856	2.172765981
10384936	7.872167722	7.897583834	7.811298657	6.305809772	6.369316548	6.172952653
10384940	4.999978806	5.397287453	4.971180777	6.483100508	6.507042659	5.538195206
10384956	5.165317718	4.865322887	4.690306301	4.939782212	5.682202185	4.371356213
10384961	2.433567162	2.276172027	2.62643195	2.550233183	2.439298963	2.284573584
10384968	3.445690814	3.192816744	3.386243089	3.092203167	3.254700073	2.982593326
10384974	2.836322668	2.694572893	2.902373378	2.871209988	2.908955958	2.9985139
10384985	2.541765849	2.314430058	2.529885757	2.717900222	2.689186146	2.179984504
10385004	3.070344903	3.371767075	3.771739385	2.98365028	3.683238636	3.268474314
10385022	1.984074636	1.974002989	1.885964051	1.900464243	1.876826696	2.482517432
10385027	2.338870623	2.043569316	1.969348921	2.118119982	1.719545248	2.251773617
10385036	4.265079736	4.129311245	4.388642862	4.136270052	3.618167248	4.786209517
10385048	3.022555705	2.98173518	3.047795815	2.912508491	2.951172915	2.987128679
10385052	3.124023787	3.385581499	2.620084663	2.387630519	2.344392826	2.505488169
10385081	1.611689381	1.87447402	2.069156361	1.989013394	1.85696098	1.621719377
10385083	2.192703184	1.922150556	1.854236155	1.824563941	1.963555925	2.232142177
10385096	5.69424546	5.926920272	5.398593848	2.783203369	2.621020731	3.94537378
10385114	2.221663925	2.324591408	2.503035722	2.429810308	2.668774941	2.236945381
10385118	2.137593694	2.295918497	2.178183982	2.317932223	2.175069054	2.239688574
10385153	3.594377903	3.533164067	2.774020627	2.757271765	2.917488151	2.680189643
10385155	6.158929038	6.565677239	6.806642689	6.031980903	6.072009722	6.296130357
10385159	7.369243809	7.094321624	7.041771775	5.73243895	5.988685258	5.162619917
10385175	2.309682306	2.294378586	2.269864438	2.866290727	2.903397153	2.516265201
10385203	2.542080801	3.002411559	3.065719158	2.897089487	2.609161922	2.848021359
10385239	4.818212724	5.201382497	4.636147125	4.475590181	5.161391564	4.06270441
10385248	1.825135595	2.010843646	2.115489661	2.169712885	2.00479071	1.907655196
10385271	3.804225022	3.416533644	3.330329911	3.326152676	3.58765531	3.788463896
10385283	6.380743814	6.507181361	6.555837307	5.860825384	6.15943118	5.100745761
10385297	2.191268781	2.419662338	2.530641733	2.693328301	2.717540683	2.093808625
10385310	2.150817238	2.144978767	2.104226194	2.534517923	2.869558108	2.685437554
10385325	7.702072926	7.302213806	7.941111975	7.702072926	7.931978123	6.85618706
10385337	2.034113595	1.976782485	1.934296812	1.972841462	2.060025268	2.082387148
10385343	4.916721039	5.728686632	5.423556766	5.136357785	5.013373759	4.155033919
10385353	2.231564043	1.993437208	2.203280747	2.19166595	2.231909595	2.475138306
10385365	3.043714275	3.258100013	3.636174901	3.006418569	3.956926697	3.423157658
10385375	2.480590052	2.352177656	2.481032037	2.288893242	2.656786545	2.662876023
10385382	9.509556202	9.339250269	9.544206565	8.870346024	8.935792666	9.108147891
10385384	2.716702201	2.581354472	2.593131185	2.48121227	2.941157987	3.259629173
10385391	3.847858901	3.436232331	3.769043754	3.154508684	3.215271935	3.045370252
10385426	7.887661798	7.828904415	7.888307327	8.052892678	8.296312202	8.594795764
10385428	2.25608991	2.255180502	2.239105206	2.416486589	2.591216049	2.588345287
10385447	1.920256425	1.838697092	1.768863704	1.732999815	1.915299676	2.463248298
10385455	2.05066515	2.209797668	2.091389392	2.677923938	2.048716922	2.620257157
10385466	3.233826917	2.451958813	1.699715778	1.933730079	2.198595294	2.164478946
10385484	6.593833904	6.817407549	6.478911808	7.159479405	7.206477738	6.882522666
10385486	4.019480042	4.209913158	4.011627995	3.78566588	4.150003914	4.065649102
10385495	7.585110219	7.007823992	6.790432765	6.190005632	6.50661429	4.743659355
10385500	1.686641991	1.714617458	1.889998931	1.751679682	1.795424179	1.750340706
10385504	2.08820574	1.843511531	2.087659661	1.547624492	1.864844514	1.456650116
10385507	1.960156844	2.018840848	1.661176583	1.810092443	1.964493068	1.761362135
10385511	7.424183267	6.739463905	7.201100123	6.519679624	6.304522649	5.248354344
10385518	3.23102168	3.887980279	3.478046007	3.715920079	3.65832282	4.565311216
10385540	1.854230401	1.943410785	2.136564306	2.344747084	2.163874447	2.041340147
10385542	3.489591291	3.482137184	3.425315834	3.5234317	3.45235175	3.750830116
10385555	2.923376652	3.718593607	3.638844957	4.825630561	4.807759247	5.438496578
10385557	4.087678689	4.31285495	4.214136997	5.424013469	6.110720038	4.367167544
10385570	11.02645231	10.98832193	11.05890146	11.04031	11.01600344	11.09250346
10385572	7.392891465	7.079860799	6.630112086	5.962999139	5.458287018	4.826029393
10385583	2.582421808	2.683447494	2.618649216	2.474819517	2.113163704	2.602716319
10385591	2.776266238	2.531427549	2.516802657	2.55134964	2.415578304	2.785147803
10385599	4.25103062	4.0032796	4.042795117	3.944555475	3.8257791	3.566367232
10385616	4.778657121	4.691289516	4.951132784	4.172165563	4.526028012	4.224574666
10385635	3.922451952	3.76202402	3.828795656	3.473625027	3.626052102	4.268171407
10385642	3.086964052	2.966319363	3.035513018	3.086964052	3.239070461	3.086964052
10385647	2.805364394	3.085474913	3.034251144	2.661325789	2.913763635	2.869059386
10385656	3.53835354	3.880499745	3.838083182	3.957977742	3.626851149	3.323514098
10385665	5.511932825	6.469651859	5.737129188	4.864402796	6.554237747	5.263498946
10385671	2.204667852	2.324082601	2.2739881	2.299361309	2.457459997	2.358438965
10385677	2.109074252	2.040831824	2.17532704	2.205132353	2.131126189	2.003643945
10385681	2.340701558	2.68866825	2.336398285	2.310921642	1.972570142	2.347588657
10385686	8.415871973	8.786518192	8.293955007	8.404746559	8.561433773	7.693507297
10385699	5.581715332	5.713749831	6.094893547	6.35966136	5.365623635	5.589908943
10385709	2.358482972	2.861974693	2.94773661	2.94773661	2.801927121	2.808166435
10385716	8.16876295	8.700435834	8.841133793	8.599083917	9.05311476	8.549853526
10385719	2.533262387	2.388352956	1.99139016	2.912476061	2.466751472	2.633456595
10385747	2.237183179	2.144961416	2.017780647	2.251334482	2.350665124	2.134122972
10385761	7.880996235	7.5345881	7.673976216	6.998513334	7.267408666	6.269629962
10385770	4.667885426	5.074998781	2.957596671	7.839566236	8.335576821	5.127865151
10385774	1.935866574	2.095660734	1.817503204	2.180820785	2.209248675	2.198595294
10385776	2.454189636	2.377796375	2.529448855	2.64698506	2.417417138	2.644299074
10385790	3.757698107	4.559803987	4.53052334	4.824410942	4.712489256	3.590030439
10385814	2.248580918	2.027371643	2.270325856	2.377170943	2.588116078	2.300355442
10385818	5.927577167	6.017820623	6.084741844	6.027567065	6.188884751	5.794559738
10385822	2.348431488	2.318149106	2.378059433	2.626450714	2.561996551	2.746047055
10385824	2.001692609	1.724438449	2.123336787	2.049868872	2.104102243	1.860111328
10385826	2.466558291	2.232157666	2.792626462	2.297782398	2.355050363	2.754411202
10385832	2.217838549	2.171532122	2.731082627	2.258141453	2.43918672	2.31620225
10385837	3.327153762	3.04440316	3.469451944	3.367881916	3.424256991	3.529884395
10385842	2.371238941	2.799596765	2.394850996	2.903317263	3.587764412	2.503048931
10385872	2.389999718	3.025932461	2.478669627	2.550233183	2.457459997	2.457459997
10385883	2.335937408	2.162677292	2.043670763	2.153770677	2.255654489	2.33006502
10385893	2.349243404	2.387083629	2.638703846	2.760759011	2.544357746	2.967520787
10385903	2.872167395	3.174368688	2.81931277	2.722167097	2.88616321	2.529637677
10385912	2.157922824	2.271697483	2.016570135	2.256982462	2.182048547	2.417223432
10385918	1.557969688	1.720747479	1.679329123	1.798872627	1.598258896	1.708869648
10385926	5.402437867	5.471744213	5.407558684	4.764197329	5.336525238	4.892659545
10385932	2.896009842	3.093915013	2.578634993	3.420384113	3.461493952	2.824749323
10385941	3.047704707	3.016506998	2.800020262	2.887864282	2.777799059	2.561103012
10385966	4.333532084	3.550624534	3.462885342	3.769726078	3.92941202	3.262670823
10385995	2.23870345	1.843682855	1.749291779	2.156056818	2.096444276	2.052558908
10386007	2.302511686	2.26122275	2.388248808	2.731294602	2.407253354	2.360965525
10386020	2.683854057	2.405778776	2.584037275	2.738846538	2.604887607	2.881230085
10386033	2.59663056	2.579718209	2.629403061	2.526719458	2.640520629	2.699733961
10386058	5.473020203	5.030353662	3.99963745	3.125749866	3.099439454	3.530759205
10386070	7.671878393	7.961798686	8.055334567	6.849302645	6.562074835	6.278005707
10386076	1.976376766	1.766184228	2.095356739	2.083312254	2.41058657	2.083312254
10386086	1.944792801	2.61175407	2.554915554	2.284754944	2.076420491	2.159456264
10386095	4.687247255	4.470493432	4.323289717	5.300346493	4.980602725	3.140976954
10386110	3.361171572	2.71224123	3.276381468	3.364306896	3.345490629	3.018534544
10386123	4.440882914	4.622679071	4.501624438	4.637556858	4.114745573	5.350451501
10386125	2.617915852	2.536971511	2.644253945	3.318772532	2.653594493	2.616480265
10386159	3.611239492	3.760898471	3.517445774	3.317345444	3.466797252	3.033749587
10386169	1.63479748	1.848652062	1.679749362	1.552839548	1.990560688	1.736828208
10386171	9.161801155	9.558241881	9.046603995	9.758033898	9.598752504	8.48766108
10386173	3.168117039	3.140122172	3.221360757	2.887185214	3.314418603	3.49112762
10386178	2.668628128	2.577531002	3.072733372	2.946910036	2.699173329	2.636873022
10386182	2.276805859	2.087949101	2.411343916	2.792748344	2.510492916	2.984891471
10386185	2.420537623	2.631058797	2.456103973	2.369764948	2.50008687	1.963567971
10386187	9.698147471	9.549646924	9.745072459	9.463915772	9.390441319	9.414917072
10386189	1.912099388	2.488198201	2.116889612	2.600950378	2.60657891	2.586434769
10386191	2.414674995	2.568945574	2.380576191	2.463248298	3.26747712	2.438660385
10386195	1.578527413	1.557476869	1.603180765	1.581971134	1.514544555	1.841309248
10386197	1.911590309	1.884633278	1.942865893	1.719091906	1.934676515	1.942051183
10386205	1.946764642	1.746534594	2.252525551	1.763492423	1.872165368	1.878414707
10386209	2.298215297	2.127080854	2.398403814	2.380280142	2.2906182	2.298215297
10386211	2.618195069	2.302489596	2.618195069	2.573663296	2.286199625	2.69286044
10386219	1.998809014	2.232626649	2.491941799	2.414287769	1.901457858	2.029825923
10386230	7.335071611	7.27095229	7.331731847	6.232979149	5.939611714	5.884119719
10386236	2.696905103	2.622189856	2.721725227	2.921943299	3.046579276	2.548150184
10386238	2.091352798	2.151429232	2.158322411	2.106725484	1.962094862	2.09106658
10386344	2.843587384	2.515795533	2.988198895	2.710194421	2.707904154	2.58165533
10386352	3.118828093	3.321267946	3.126116711	2.869316789	3.36381822	3.071389417
10386359	8.65598277	9.020593917	8.678924372	10.98625318	10.82951434	9.35147511
10386370	6.717497681	7.058978043	6.715333987	6.454124495	6.333770089	6.11526024
10386376	2.814875238	2.632355539	2.795533513	2.657317061	2.660005228	2.682165201
10386381	2.416066067	2.162183008	2.088230347	1.918274188	1.900485516	2.161312427
10386388	7.626671718	8.37122504	7.829921761	6.739581669	5.425174896	5.212488822
10386394	3.260456926	1.922033543	2.393120694	2.814875238	2.469555891	2.660898202
10386400	3.312020155	4.103908533	3.428605943	3.798686931	5.870330799	4.123339413
10386402	2.966355077	2.714815817	2.897756658	2.826415335	2.998218684	3.196849182
10386416	2.842247523	2.835692417	3.040535733	2.991163384	2.806664828	3.72863988
10386418	3.178540419	2.529935693	2.840686585	2.768776503	3.19660163	3.875131783
10386420	2.225196838	2.313330702	2.306991573	2.178754199	2.458750756	2.308482806
10386423	3.146424501	3.150283349	3.191011438	3.309174647	3.261950202	3.444766665
10386427	4.48933521	4.690252234	4.448413218	4.230121092	4.507342224	4.403508427
10386442	6.921235424	6.84389358	6.869231425	7.995410352	7.243435268	6.703736559
10386455	2.658887541	2.530204184	2.677996921	2.662453201	2.833109028	2.908009656
10386460	3.714243877	3.294868464	3.917508648	3.50190356	3.635080396	3.535076541
10386470	2.128824967	1.749517804	2.123602868	2.02687879	1.928358052	2.203712457
10386473	3.648739423	3.45874656	3.622367437	3.331602264	3.644438793	3.601056184
10386495	2.955550738	2.82586995	3.016812577	2.857142291	2.698720053	2.895090421
10386518	2.820798956	3.073607435	3.485855927	2.883361051	3.223707242	4.311314962
10386527	4.885927706	4.486309275	4.63473608	4.628348354	4.838449722	4.813736035
10386543	3.716097812	4.203815807	4.395575962	5.137634446	4.832768101	5.138650988
10386551	4.568956138	3.951451269	4.112609429	3.692897638	3.661217782	3.721480087
10386582	2.804414876	2.482248767	2.369511432	2.453077548	2.256945257	2.13862557
10386604	2.410872531	2.216433199	2.410872531	2.325185925	2.176309049	2.404701142
10386622	1.840946989	1.697545895	1.85892705	1.61436214	1.418623737	1.433427088
10386624	6.648856736	6.687301705	6.817257316	6.925063496	6.501549192	5.657495563
10386628	4.462474672	4.689839235	4.807765232	4.394730285	4.645994329	4.307283966
10386633	3.416567987	4.206609423	4.736337544	3.803923878	3.70147197	3.959101457
10386636	2.878684823	2.952147427	3.421063733	2.964645718	2.755660676	2.755535497
10386652	2.603409005	2.34209452	2.59960321	2.575374818	2.773829276	2.276534372
10386665	2.061391841	2.149928244	2.156208423	2.54041588	2.381819748	2.021593701
10386683	2.798713939	2.87479171	2.985473471	2.727313062	3.288967916	2.910236285
10386703	1.75417551	2.145814486	3.805476805	1.829055974	2.014235954	2.147354148
